Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387),SX(190),SX(495),SX(318),SX(533),SX(213),S(309),C2H4O3(79),SX(386),SX(390),SX(718),SX(572),S(233),SX(1093),SX(1139),SX(217)
0.6267061450109545,0.0028455292168589937,0.0915567593028733,0.0,0.005340040047922291,0.4484472087241503,1.6215775181351797e-05,0.4568593520479107,6.47586255762661e-05,9.080578011301591e-12,6.232158829341061e-07,1.3272053977975707e-07,1.4656655806787332e-15,0.00010413035996250445,4.2842534412276476e-10,5.827532476567812e-17,1.080775994327121e-08,1.4893396297426513e-07,8.436433657607776e-10,6.748579490391213e-11,1.4597685760613735e-22,4.6254172379109876e-14,6.309598547144506e-12,6.145604329001235e-17,2.516931423041288e-24,1.8698985582248162e-10,0.002929423754073285,1.0658860164945813e-12,4.511797688285629e-11,4.9668006395333735e-18,2.3496697579803922e-05,6.369314325537062e-07,3.2795583001406996e-18,1.2925372934368183e-12,1.3423215178148938e-21,8.230273902523856e-24,1.0654440032142637e-17,5.896519372738652e-21,6.279198428931755e-20,1.9563392879501487e-25,1.4869261591730748e-24,1.0501809311455065e-24,9.933141550479483e-14,7.068748574619686e-20,1.6639837236998991e-12,1.1756470101253556e-16,8.497547668796165e-23,5.717847284048061e-16,1.6260794997417108e-23,7.552027400890622e-23,2.923249825351153e-24,6.02135625422037e-19,5.800830268897119e-25,9.292737247830801e-27,1.312411540428307e-24,3.85557560214624e-16,3.299965242107436e-18,8.691121353552642e-31,3.095892051118347e-32,4.6518391174322314e-17,2.3577669470449838e-09,6.926906314029925e-11,6.423843152876594e-21,7.477059264685272e-26
0.6298151399291118,0.0028455292168589937,0.0915567593028733,0.0,0.005340039901063725,0.4484466193099959,1.6287079295630983e-05,0.4568591496967554,6.509119171306075e-05,9.087283867404497e-12,6.232148193188773e-07,1.3281788995179024e-07,1.4678268967453469e-15,0.00010413028866718565,4.284169769005531e-10,5.835056206699161e-17,1.08632625630516e-08,1.4958885202791863e-07,8.436429696290375e-10,6.753566694618426e-11,1.4597668306688006e-22,4.6254122562433366e-14,6.314270654908945e-12,6.150116583170621e-17,2.5169265985893624e-24,1.871270074489458e-10,0.002929419823239796,1.0658841680910077e-12,4.515109914876283e-11,4.993608361201744e-18,2.3623528985684534e-05,6.40369419568641e-07,3.2795522806128873e-18,1.2925341186348475e-12,1.3519412981438354e-21,8.242415806833072e-24,1.0734303183938936e-17,5.900870125059284e-21,6.283835672750453e-20,1.9630246567107517e-25,1.4891187859038776e-24,1.0600750385812365e-24,9.933116778522479e-14,7.148295786097364e-20,1.682710338410392e-12,1.1821659270953504e-16,8.544715980845277e-23,5.726245965684471e-16,1.6284689987240366e-23,7.590803708781219e-23,2.9298490417686122e-24,6.064294767717469e-19,5.809350680642445e-25,9.306445643458133e-27,1.3153126939646397e-24,3.8584021438354207e-16,3.3023865425491106e-18,8.710339011193192e-31,3.1027376342271353e-32,4.6769523192014134e-17,2.370495060060727e-09,6.96429693710791e-11,6.458512677470979e-21,7.517414463942885e-26
0.6329241348472691,0.0028455292168589937,0.0915567593028733,0.0,0.005340039754351577,0.4484460296115494,1.6358288385813793e-05,0.4568589473459985,6.542385294352659e-05,9.09398780215138e-12,6.232137554487703e-07,1.3291521187421306e-07,1.4699891831675195e-15,0.00010413021734161203,4.2840861669339645e-10,5.842581334807141e-17,1.0918781050496493e-08,1.5024286829968966e-07,8.436425735201555e-10,6.758552478937286e-11,1.4597650849887727e-22,4.6254072742667114e-14,6.318941438633469e-12,6.154627535748191e-17,2.5169217731663145e-24,1.872641192715141e-10,0.0029294158906263026,1.0658823192790578e-12,4.5184211868444195e-11,5.020435769326173e-18,2.375045337884085e-05,6.438099269972382e-07,3.2795462598375557e-18,1.292530942899609e-12,1.3615879320877746e-21,8.254563178309946e-24,1.081443389107356e-17,5.905219629899847e-21,6.288471596189533e-20,1.9697110333053975e-25,1.4913123969851107e-24,1.0700236748956774e-24,9.933091999671713e-14,7.22838200613181e-20,1.701563862264096e-12,1.1886971608719484e-16,8.591973716015665e-23,5.734648387807322e-16,1.630859565013658e-23,7.629582843232675e-23,2.9364557308331828e-24,6.107366949570878e-19,5.817874886841272e-25,9.320160220759131e-27,1.318217281260961e-24,3.8612278635475224e-16,3.3048071436439557e-18,8.729579435132633e-31,3.10959132698994e-32,4.702083742548291e-17,2.3832323927673277e-09,7.001714642049666e-11,6.493207256655109e-21,7.557798839310545e-26
0.6360331297654264,0.0028455292168589937,0.0915567593028733,0.0,0.005340039607782453,0.44844543962889105,1.642940247969634e-05,0.45685874499564016,6.575660923982036e-05,9.100689801598501e-12,6.232126913238738e-07,1.3301250534064217e-07,1.472152435219097e-15,0.00010413014598581952,4.28400263481854e-10,5.850107857658263e-17,1.0974315401035767e-08,1.5089601204590733e-07,8.436421774336517e-10,6.763536832863882e-11,1.4597633390227328e-22,4.625402291987631e-14,6.3236108884798524e-12,6.159137177214006e-17,2.516916946774644e-24,1.8740119099971177e-10,0.002929411956236648,1.0658804700608952e-12,4.521731497200464e-11,5.047282858476806e-18,2.387747073215869e-05,6.472529541094415e-07,3.2795402378177537e-18,1.2925277662305747e-12,1.3712613851339641e-21,8.266715990560176e-24,1.0894832122503877e-17,5.9095678780755986e-21,6.293106189516534e-20,1.9763983987590745e-25,1.4935069876238647e-24,1.0800269438925683e-24,9.933067213936885e-14,7.309008580415171e-20,1.7205446123866469e-12,1.1952407139068215e-16,8.63932089221895e-23,5.743054527785252e-16,1.633251192197181e-23,7.668364685804795e-23,2.9430698844663585e-24,6.150572726008691e-19,5.826402864548249e-25,9.333880942112211e-27,1.3211253026638992e-24,3.864052755258512e-16,3.3072270402523044e-18,8.748842628003383e-31,3.116453130347336e-32,4.727233382196672e-17,2.3959789423454996e-09,7.039159420634931e-11,6.5279268824837906e-21,7.598212381527444e-26
0.6391421246835837,0.0028455292168589937,0.0915567593028733,0.0,0.005340039461356176,0.44844484936210477,1.65004216052767e-05,0.4568585426456803,6.608946057389652e-05,9.107389851459005e-12,6.232116269442776e-07,1.3310977014480207e-07,1.474316646961245e-15,0.00010413007459981902,4.283919172481936e-10,5.857635771912624e-17,1.1029865609952396e-08,1.5154828352334904e-07,8.436417813694914e-10,6.768519745775861e-11,1.4597615927708199e-22,4.6253973094065456e-14,6.328278994509122e-12,6.163645498000828e-17,2.5169121194148614e-24,1.8753822234283302e-10,0.0029294080200714815,1.0658786204367488e-12,4.5250408389273466e-11,5.074149622901233e-18,2.4004581018333786e-05,6.506985001627698e-07,3.2795342145542435e-18,1.292524588628239e-12,1.38096162122645e-21,8.278874210235431e-24,1.0975497835736283e-17,5.913914860315266e-21,6.297739442855147e-20,1.9830867331372515e-25,1.495702551793655e-24,1.0900849487217789e-24,9.933042421321289e-14,7.390176852378588e-20,1.739652905281169e-12,1.201796587771739e-16,8.686757520532344e-23,5.751464362387237e-16,1.635643873668066e-23,7.707149118924586e-23,2.9496914938524522e-24,6.19391201721117e-19,5.834934590189667e-25,9.347607769529852e-27,1.3240367518362217e-24,3.866876812980022e-16,3.309646227245052e-18,8.768128547877118e-31,3.123323029364013e-32,4.752401232564631e-17,2.4087347059570347e-09,7.076631264499788e-11,6.5626715471657764e-21,7.638655081510839e-26
0.642251119601741,0.0028455292168589937,0.0915567593028733,0.0,0.00534003931507643,0.4484442588112789,1.6571345790753752e-05,0.456858340296119,6.642240691750719e-05,9.114087937217572e-12,6.232105623100716e-07,1.3320700608033507e-07,1.476481811100335e-15,0.00010413000318358852,4.28383577974759e-10,5.865165074151995e-17,1.1085431672487774e-08,1.5219968299054678e-07,8.436413853281996e-10,6.773501207031093e-11,1.4597598462315988e-22,4.625392326516582e-14,6.332945746723018e-12,6.168152488524091e-17,2.5169072910848222e-24,1.87675213009922e-10,0.0029294040821276376,1.0658767704045105e-12,4.528349204988532e-11,5.101036056628642e-18,2.413178420986566e-05,6.541465644085136e-07,3.2795281900443697e-18,1.2925214100936702e-12,1.3906886027459617e-21,8.291037796281825e-24,1.1056430976471303e-17,5.918260567353878e-21,6.302371346292629e-20,1.9897760156559807e-25,1.497899082094592e-24,1.1001977918443454e-24,9.933017621818315e-14,7.471888163032236e-20,1.7588890568270094e-12,1.2083647829561134e-16,8.734283603915832e-23,5.759877867823843e-16,1.6380376026486408e-23,7.745936026290929e-23,2.9563205493843114e-24,6.237384737162284e-19,5.843470039620708e-25,9.361340664924303e-27,1.3269516140245559e-24,3.8697000307521613e-16,3.312064699508822e-18,8.787437096829059e-31,3.1302009891546757e-32,4.7775872878618266e-17,2.421499680744132e-09,7.114130165202966e-11,6.597441243051806e-21,7.679126930342067e-26
0.6453601145198983,0.0028455292168589937,0.0915567593028733,0.0,0.00534003916894088,0.44844366797649626,1.6642175064525292e-05,0.4568581379469563,6.675544824220179e-05,9.120784044892158e-12,6.232094974213462e-07,1.333042129409723e-07,1.4786479224229226e-15,0.00010412993173715486,4.2837524564230847e-10,5.872695761115981e-17,1.1141013583974962e-08,1.528502107094142e-07,8.436409893094533e-10,6.778481206160807e-11,1.4597580994060775e-22,4.625387343322248e-14,6.337611135278493e-12,6.172658139269119e-17,2.5169024617862914e-24,1.8781216271064567e-10,0.002929400142407916,1.065874919965701e-12,4.5316565883948066e-11,5.127942154064229e-18,2.4259080279048677e-05,6.575971461007407e-07,3.2795221642902107e-18,1.2925182306264763e-12,1.4004422946122082e-21,8.303206719547279e-24,1.1137631508299968e-17,5.922604990025499e-21,6.307001890105631e-20,1.9964662270546561e-25,1.5000965732399537e-24,1.1103655762093993e-24,9.932992815434881e-14,7.554143850161772e-20,1.7782533822796255e-12,1.2149453014059725e-16,8.781899156561276e-23,5.76829502118864e-16,1.6404323726446648e-23,7.784725289837853e-23,2.9629570426177947e-24,6.280990809470355e-19,5.852009189616706e-25,9.375079590487413e-27,1.3298698868696927e-24,3.872522402562866e-16,3.314482451912603e-18,8.8067682595065e-31,3.1370870042524494e-32,4.8027915426564326e-17,2.434273863828182e-09,7.151656114348801e-11,6.632235962085742e-21,7.71962791863077e-26
0.6484691094380556,0.0028455292168589937,0.0915567593028733,0.0,0.005340039022946116,0.4484430768578395,1.671290945519048e-05,0.45685793559819204,6.708858451932759e-05,9.12747816048531e-12,6.232084322781924e-07,1.3340139052063193e-07,1.4808149760921836e-15,0.00010412986026055567,4.28366920232558e-10,5.88022782953171e-17,1.119661133963169e-08,1.534998669426991e-07,8.436405933127584e-10,6.783459732631876e-11,1.4597563522957155e-22,4.625382359830125e-14,6.342275150316545e-12,6.17716244070679e-17,2.516897631521901e-24,1.8794907115476045e-10,0.002929396200916186,1.0658730691225069e-12,4.534962982154733e-11,5.15486790951861e-18,2.438646919798492e-05,6.610502444834445e-07,3.2795161372951292e-18,1.2925150502264058e-12,1.4102226620209343e-21,8.315380952975764e-24,1.1219099396658382e-17,5.92694811911243e-21,6.311631064515987e-20,2.0031573481960974e-25,1.5022950203215114e-24,1.1205884046447986e-24,9.932968002181705e-14,7.636945248981126e-20,1.797746196270032e-12,1.2215381453884713e-16,8.829604194889214e-23,5.776715799629039e-16,1.6428281771712624e-23,7.823516791106101e-23,2.969600965271789e-24,6.324730158746867e-19,5.86055201699619e-25,9.388824508232323e-27,1.3327915711737215e-24,3.875343922402411e-16,3.3168994793200255e-18,8.826122041519444e-31,3.14398107665858e-32,4.82801399142899e-17,2.4470572523112977e-09,7.189209103434643e-11,6.66705569613492e-21,7.76015803689771e-26
0.6515781043562129,0.0028455292168589937,0.0915567593028733,0.0,0.005340038877096629,0.44844248545539955,1.6783548991550105e-05,0.4568577332498265,6.74218157200297e-05,9.13417026936779e-12,6.232073668807018e-07,1.334985386131423e-07,1.4829829645863028e-15,0.00010412978875376333,4.283586017283505e-10,5.887761275938794e-17,1.1252224934554283e-08,1.541486519539143e-07,8.436401973387468e-10,6.788436775743047e-11,1.4597546048987547e-22,4.625377376031824e-14,6.346937781808854e-12,6.181665383239155e-17,2.5168928002890484e-24,1.8808593805143656e-10,0.002929392257648493,1.0658712178723394e-12,4.5382683792275885e-11,5.181813316805392e-18,2.4513950938585594e-05,6.645058587892072e-07,3.279510109055997e-18,1.2925118688948761e-12,1.4200296666526632e-21,8.3275604541832e-24,1.1300834581145769e-17,5.9312899453091374e-21,6.316258859552177e-20,2.0098493580409834e-25,1.504494415706457e-24,1.1308663787283888e-24,9.932943182050926e-14,7.720293692650875e-20,1.8173678128032224e-12,1.2281433151136818e-16,8.877398719681377e-23,5.785140179055259e-16,1.6452250093577156e-23,7.862310413844754e-23,2.976252307459124e-24,6.368602695859686e-19,5.8690984973023015e-25,9.402575379661909e-27,1.3357166507743926e-24,3.8781645843245963e-16,3.3193157766224213e-18,8.84549833552254e-31,3.150883168131345e-32,4.853254628186353e-17,2.4598498432766875e-09,7.226789123813734e-11,6.7019004374485936e-21,7.800717276105707e-26
0.6546870992743702,0.0028455292168589937,0.0915567593028733,0.0,0.005340038731394014,0.44844189376926513,1.6854093702603407e-05,0.4568575309018593,6.77551418152508e-05,9.140860357273264e-12,6.232063012289665e-07,1.3359565701230482e-07,1.4851518812703691e-15,0.00010412971721677189,4.283502901108991e-10,5.895296096988608e-17,1.1307854363966874e-08,1.5479656601040002e-07,8.436398013876584e-10,6.793412324971308e-11,1.4597528572145995e-22,4.625372391924388e-14,6.351599019848032e-12,6.186166957331962e-17,2.516887968086873e-24,1.8822276311030187e-10,0.002929388312603749,1.065869366214342e-12,4.541572772609014e-11,5.208778370021427e-18,2.46415254725551e-05,6.679639882552026e-07,3.2795040795715965e-18,1.2925086866322649e-12,1.4298632715058244e-21,8.339745185929095e-24,1.1382837010139568e-17,5.935630459427257e-21,6.320885265421998e-20,2.0165422363544259e-25,1.5066947526670954e-24,1.1411996001493597e-24,9.932918355040011e-14,7.804190511208352e-20,1.8371185452576303e-12,1.234760811299147e-16,8.925282735938651e-23,5.793568135824501e-16,1.6476228624873095e-23,7.901106041034221e-23,2.9829110597985747e-24,6.412608336520922e-19,5.877648606558746e-25,9.416332166535227e-27,1.33864511407234e-24,3.880984382349906e-16,3.3217313387074e-18,8.86489706467766e-31,3.157793251298578e-32,4.8785134472037516e-17,2.4726516337866485e-09,7.26439616689659e-11,6.736770178013228e-21,7.841305626912705e-26
0.6577960941925275,0.0028455292168589937,0.0915567593028733,0.0,0.005340038585832007,0.4484413017995176,1.6924543617549812e-05,0.4568573285542908,6.808856277573151e-05,9.147548410516658e-12,6.232052353230794e-07,1.3369274551221388e-07,1.4873217221386135e-15,0.00010412964564964186,4.2834198536124455e-10,5.90283228947909e-17,1.1363499623048069e-08,1.5544360938119303e-07,8.436394054586028e-10,6.798386369911289e-11,1.4597511092458689e-22,4.6253674075197964e-14,6.356258854665756e-12,6.190667153504048e-17,2.516883134919821e-24,1.8835954604160563e-10,0.0029293843657886647,1.0658675141524219e-12,4.544876155335334e-11,5.235763063556568e-18,2.4769192771400845e-05,6.714246321134113e-07,3.279498048847432e-18,1.2925055034375336e-12,1.4397234430060023e-21,8.351935125936638e-24,1.1465106656670762e-17,5.939969652334885e-21,6.325510272479461e-20,2.0232359646975964e-25,1.5088960271397185e-24,1.151588171397458e-24,9.932893521165759e-14,7.888637031595865e-20,1.8569987063853807e-12,1.241390636683585e-16,8.973256263839634e-23,5.801999647432203e-16,1.6500217301900964e-23,7.939903553600638e-23,2.9895772144276886e-24,6.456747009675635e-19,5.886202321949032e-25,9.430094830984047e-27,1.3415769674851671e-24,3.883803310449034e-16,3.3241461604352235e-18,8.884318272034018e-31,3.1647113415003135e-32,4.903790443038928e-17,2.4854626208835136e-09,7.302030224057202e-11,6.771664909362669e-21,7.881923079452104e-26
0.6609050891106848,0.0028455292168589937,0.0915567593028733,0.0,0.005340038440411946,0.44844070954624665,1.6994898765791395e-05,0.4568571262071208,6.842207857201039e-05,9.154234414680152e-12,6.232041691631334e-07,1.3378980390699765e-07,1.4894924808005834e-15,0.00010412957405237286,4.2833368746236545e-10,5.910369849987919e-17,1.1419160706753056e-08,1.5608978233483577e-07,8.436390095517534e-10,6.803358899884578e-11,1.4597493609920973e-22,4.625362422815664e-14,6.360917276280973e-12,6.195165962175735e-17,2.5168783007874597e-24,1.8849628655493524e-10,0.002929380417202419,1.065865661685906e-12,4.548178520382757e-11,5.262767391191057e-18,2.4896952806445542e-05,6.748877895783734e-07,3.2794920168831678e-18,1.2925023193116095e-12,1.4496101439598528e-21,8.364130238234772e-24,1.1547643467590042e-17,5.9443075147325284e-21,6.33013387078906e-20,2.0299305227466378e-25,1.511098232636581e-24,1.1620321937127558e-24,9.93286868042838e-14,7.973634578863084e-20,1.877008608310808e-12,1.2480327922518615e-16,9.021319309918511e-23,5.810434690124433e-16,1.6524216056961744e-23,7.978702834385563e-23,2.996250761991035e-24,6.501018630200577e-19,5.894759619353696e-25,9.44386333440678e-27,1.3445122028028505e-24,3.8866213626630117e-16,3.3265602366883137e-18,8.903761903125963e-31,3.171637419333983e-32,4.92908560967081e-17,2.498282801591375e-09,7.33969128646079e-11,6.806584623438246e-21,7.922569624329117e-26
0.6640140840288421,0.0028455292168589937,0.0915567593028733,0.0,0.005340038295140578,0.44844011700954794,1.706515917692829e-05,0.45685692386034943,6.875568917442388e-05,9.160918355061516e-12,6.232031027492222e-07,1.3388683199062188e-07,1.4916641489518053e-15,0.00010412950242491664,4.283253963962653e-10,5.917908775049575e-17,1.1474837610188812e-08,1.567350851439771e-07,8.436386136680813e-10,6.808329904247509e-11,1.4597476124505906e-22,4.625357437799252e-14,6.365574274690095e-12,6.199663373778314e-17,2.516873465685539e-24,1.8863298435995123e-10,0.002929376466838829,1.0658638088108254e-12,4.5514798607281093e-11,5.289791346645718e-18,2.502480554880476e-05,6.783534598697673e-07,3.27948598367341e-18,1.2924991342560154e-12,1.4595233346762387e-21,8.376330476056619e-24,1.163044737058021e-17,5.9486440373607515e-21,6.334756050422229e-20,2.0366258890162438e-25,1.5133013607374646e-24,1.1725317672916254e-24,9.932843832813453e-14,8.059184475360866e-20,1.8971485625295667e-12,1.2546872772968908e-16,9.069471868443821e-23,5.81887323929642e-16,1.65482248199701e-23,8.017503767482288e-23,3.002931691966739e-24,6.545423102898383e-19,5.90332047381367e-25,9.45763763786286e-27,1.34745079671359e-24,3.889438533055641e-16,3.3289735623781642e-18,8.923227803141901e-31,3.178571429647819e-32,4.9543989410169807e-17,2.511112172913593e-09,7.377379345314379e-11,6.841529312339505e-21,7.963245252331641e-26
0.6671230789469994,0.0028455292168589937,0.0915567593028733,0.0,0.005340038150010313,0.4484395241895033,1.713532488076073e-05,0.4568567215139766,6.908939455310646e-05,9.16760021811133e-12,6.232020360814406e-07,1.3398382955723834e-07,1.4938367227936438e-15,0.00010412943076734487,4.2831711214374265e-10,5.925449061475051e-17,1.1530530328420736e-08,1.5737951808302884e-07,8.436382178065082e-10,6.813299372644146e-11,1.4597458636245118e-22,4.625352452485072e-14,6.370229840153638e-12,6.204159378844934e-17,2.5168686296193912e-24,1.887696391669957e-10,0.0029293725147059285,1.0658619555318925e-12,4.5547801694135536e-11,5.3168349242323405e-18,2.5152750969396327e-05,6.818216422029935e-07,3.2794799492247632e-18,1.2924959482694435e-12,1.469462982127577e-21,8.38853581832352e-24,1.1713518341378e-17,5.952979211123814e-21,6.339376801785181e-20,2.0433220452717424e-25,1.5155054075878247e-24,1.1830869941026016e-24,9.932818978340919e-14,8.145288039952665e-20,1.9174188799081487e-12,1.2613540946012616e-16,9.117713959997187e-23,5.827315272510397e-16,1.6572243527447048e-23,8.056306233654448e-23,3.0096199965518792e-24,6.5899603584552305e-19,5.911884862579504e-25,9.471417703457002e-27,1.3503927581203029e-24,3.892254815591746e-16,3.3313861323616618e-18,8.942716031695125e-31,3.185513393683337e-32,4.9797304315634305e-17,2.5239507318333068e-09,7.415094391815037e-11,6.876498967372327e-21,8.003949953328032e-26
0.6702320738651567,0.0028455292168589937,0.0915567593028733,0.0,0.005340038005020904,0.4484389310862027,1.7205395907290162e-05,0.45685651916800224,6.942319467799072e-05,9.174279989626358e-12,6.232009691598827e-07,1.340807964012288e-07,1.4960101964575335e-15,0.00010412935907966939,4.2830883468734814e-10,5.932990705891022e-17,1.158623885637152e-08,1.5802308142689356e-07,8.436378219669925e-10,6.818267294500542e-11,1.4597441145140334e-22,4.625347466873714e-14,6.3748839627631035e-12,6.208653967839377e-17,2.516863792589542e-24,1.8890625068623528e-10,0.0029293685608044787,1.0658601018493845e-12,4.558079439441336e-11,5.343898117761323e-18,2.528078903894877e-05,6.852923357808526e-07,3.2794739135379483e-18,1.2924927613522617e-12,1.4794290497247415e-21,8.400746232074584e-24,1.1796856329932317e-17,5.957313026794748e-21,6.343996115046973e-20,2.0500189716542588e-25,1.5177103672315081e-24,1.1936979748554133e-24,9.932794117013958e-14,8.23194658944379e-20,1.937819870683793e-12,1.268033245368384e-16,9.166045592954344e-23,5.835760766177222e-16,1.6596272112288542e-23,8.095110115378485e-23,3.0163156666010196e-24,6.634630313630549e-19,5.920452761710728e-25,9.485203492597141e-27,1.3533380818038042e-24,3.89507020430339e-16,3.333797941524917e-18,8.962226554283179e-31,3.192463299150484e-32,5.005080075319015e-17,2.5367984753149136e-09,7.452836417004371e-11,6.91149358020848e-21,8.044683717610162e-26
0.673341068783314,0.0028455292168589937,0.0915567593028733,0.0,0.005340037860180638,0.4484383376997451,1.727537228671738e-05,0.4568563168224266,6.975708951880742e-05,9.180957654718685e-12,6.231999019846442e-07,1.3417773231680282e-07,1.4981845613287952e-15,0.00010412928736183027,4.2830056400952747e-10,5.940533704775464e-17,1.1641963189004522e-08,1.5866577545319829e-07,8.436374261507139e-10,6.823233659086582e-11,1.4597423651158405e-22,4.625342480949526e-14,6.379536632470494e-12,6.213147131174099e-17,2.5168589545908056e-24,1.890428186275174e-10,0.00292936460512678,1.0658582477584105e-12,4.5613776637829703e-11,5.370980920705643e-18,2.540891972799051e-05,6.887655398043514e-07,3.2794678766065197e-18,1.2924895735065046e-12,1.4894214966520824e-21,8.41296166872919e-24,1.1880461254836693e-17,5.9616454750543934e-21,6.348613980191421e-20,2.0567166463210048e-25,1.5199162309324929e-24,1.2043648087298399e-24,9.932769248815245e-14,8.319161438309962e-20,1.958351844462552e-12,1.274724728548067e-16,9.214466758884423e-23,5.8442096952918825e-16,1.662031050317119e-23,8.13391529691152e-23,3.0230186912327472e-24,6.679432868444112e-19,5.929024145834468e-25,9.498994965813778e-27,1.356286741952084e-24,3.8978846932739076e-16,3.336208984787533e-18,8.981759199385914e-31,3.199421084944351e-32,5.0304478659675704e-17,2.549655400302917e-09,7.490605411882512e-11,6.946513142885592e-21,8.085446535893275e-26
0.6764500637014713,0.0028455292168589937,0.0915567593028733,0.0,0.005340037715484264,0.44843774403021663,1.7345254049442176e-05,0.4568561144772495,7.009107904508549e-05,9.187633199671908e-12,6.231988345558217e-07,1.342746370982886e-07,1.5003598126323922e-15,0.00010412921561387969,4.282923000913853e-10,5.948078054894732e-17,1.1697703321312563e-08,1.5930760044220617e-07,8.436370303569303e-10,6.828198456024871e-11,1.459740615432143e-22,4.6253374947225795e-14,6.384187839513137e-12,6.217638859381616e-17,2.5168541156269555e-24,1.8917934270143268e-10,0.0029293606476785577,1.0658563932622686e-12,4.5646748354810285e-11,5.398083327181533e-18,2.553714300684839e-05,6.922412534743598e-07,3.2794618384351273e-18,1.2924863847313403e-12,1.4994402886004615e-21,8.425182101677919e-24,1.1964333081081385e-17,5.96597654679937e-21,6.353230387593812e-20,2.063415050372238e-25,1.5221229938476595e-24,1.215087596604818e-24,9.932744373759148e-14,8.406933897450278e-20,1.9790151102198583e-12,1.281428546007471e-16,9.262977471630664e-23,5.852662036888163e-16,1.664435863506906e-23,8.172721659561908e-23,3.0297290619697072e-24,6.724367948125311e-19,5.937598991667501e-25,9.512792084813653e-27,1.3592387408147007e-24,3.9006982764891167e-16,3.338619257022429e-18,9.001313982378642e-31,3.2063867565463023e-32,5.0558337978093675e-17,2.562521503721209e-09,7.528401367482366e-11,6.981557646659988e-21,8.126238397987266e-26
0.6795590586196286,0.0028455292168589937,0.0915567593028733,0.0,0.005340037570924262,0.4484371500777015,1.741504122606607e-05,0.45685591213247095,7.042516322615228e-05,9.19430661093127e-12,6.231977668735106e-07,1.3437151054036944e-07,1.502535946593087e-15,0.00010412914383589014,4.282840429151203e-10,5.9556237530007e-17,1.1753459248077789e-08,1.599485566738711e-07,8.436366345845666e-10,6.833161674929785e-11,1.4597388654660853e-22,4.6253325082073025e-14,6.388837574126572e-12,6.222129142989583e-17,2.5168492757033432e-24,1.8931582261869923e-10,0.0029293566884677972,1.0658545383656396e-12,4.5679709475731304e-11,5.4252053311577615e-18,2.566545884566313e-05,6.957194759761005e-07,3.2794557990304807e-18,1.29248319502561e-12,1.5094853924523655e-21,8.437407509902496e-24,1.2048471782677977e-17,5.9703062329260744e-21,6.357845327632446e-20,2.0701141655603473e-25,1.524330652140295e-24,1.2258664395577503e-24,9.932719491865938e-14,8.495265275269892e-20,1.9998099763000784e-12,1.288144700481574e-16,9.311577751136632e-23,5.861117768418419e-16,1.6668416444032598e-23,8.211529084412416e-23,3.0364467708983534e-24,6.7694354826406e-19,5.946177276326149e-25,9.526594811597981e-27,1.3621940896392165e-24,3.9035109479417615e-16,3.3410287530938277e-18,9.020890978378697e-31,3.213360340720548e-32,5.0812378650092316e-17,2.575396782475036e-09,7.566224274673053e-11,7.016627082673412e-21,8.1670592935691e-26
0.6826680535377859,0.0028455292168589937,0.0915567593028733,0.0,0.005340037426510802,0.4484365558423027,1.7484733847389795e-05,0.456855709788091,7.075934203113346e-05,9.200977873435996e-12,6.231966989378082e-07,1.344683524375376e-07,1.5047129543331288e-15,0.00010412907202778675,4.2827579246360707e-10,5.963170795509743e-17,1.1809230964118223e-08,1.6058864443077733e-07,8.436362388350655e-10,6.838123305001238e-11,1.4597371152135862e-22,4.6253275213844587e-14,6.393485826219453e-12,6.226617972395572e-17,2.5168444348135635e-24,1.8945225808939274e-10,0.002929352727484944,1.065852683062498e-12,4.5712659930254354e-11,5.452346925844268e-18,2.5793867214376877e-05,6.992002064917737e-07,3.279449758384648e-18,1.2924800043917831e-12,1.5195567661728322e-21,8.449637843265374e-24,1.2132877268616857e-17,5.9746345240717914e-21,6.362458790217222e-20,2.076813969749825e-25,1.5265391968064205e-24,1.2367014357270752e-24,9.932694603114101e-14,8.58415687837059e-20,2.0207367504143568e-12,1.294873190604578e-16,9.36026758644444e-23,5.869576864491381e-16,1.669248385753063e-23,8.250337456028982e-23,3.0431718067934125e-24,6.814635366875432e-19,5.954758974037295e-25,9.540403106242492e-27,1.3651527603690879e-24,3.9063227017384886e-16,3.3434374679320054e-18,9.04049000084773e-31,3.220341771010878e-32,5.106660061002817e-17,2.588281233450149e-09,7.604074124245682e-11,7.051721442917412e-21,8.207909213299673e-26
