Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44)
8.862330234764075e-08,0.000539690409995138,0.0915567593028733,0.0,3.0113990682847123e-05,0.4515418935156836,7.24579737967891e-38,0.4561222497285155,3.237270352186541e-17,5.193606506981185e-25,2.5433932715056773e-16,5.943694181420482e-19,-4.253833700925787e-32,1.469680617582944e-06,1.4861459310219052e-13,1.8082416694656144e-25,3.008477235391137e-21,1.486469572439074e-13,1.98166158312039e-11,5.0420280023346485e-21,3.2591199936382373e-22,1.5073766622577582e-20,-6.1194174698578745e-19,-1.2235851236557741e-23,1.4660995026637038e-32,2.407197619562226e-20,0.0007783625925481328,1.0470278934805618e-13,1.4815687999807387e-23,2.6892380275731066e-28,9.849839236906421e-20,-5.202906852886104e-23
8.89696618348519e-08,0.000539690409995138,0.0915567593028733,0.0,3.0101875678626753e-05,0.45154189383022025,7.275779882942867e-38,0.45612224335649254,3.2378786826612454e-17,5.211921681271354e-25,2.543881408943946e-16,5.922678573595481e-19,-4.253942985680199e-32,1.4690515437465646e-06,1.492127077280626e-13,1.807526034140302e-25,3.006008230688825e-21,1.4924507789144735e-13,1.9784550981924393e-11,5.042621904801573e-21,3.25563727272248e-22,1.5067343085926856e-20,-6.09695798179325e-19,-1.3068254598618822e-23,1.46575305071022e-32,2.3986894496371023e-20,0.0007783689646025112,1.0487149426474877e-13,1.4869318636937815e-23,2.6977917629974878e-28,9.852793150885042e-20,-5.198294152166344e-23
8.931602132206304e-08,0.000539690409995138,0.0915567593028733,0.0,3.0089972408306342e-05,0.4515418941392688,7.305768137504908e-38,0.4561222370958245,3.238486493836648e-17,5.230232038360781e-25,2.54436912303486e-16,5.901727028442404e-19,-4.25406374841302e-32,1.4684334462579577e-06,1.4981082719809578e-13,1.8068230827347052e-25,3.003583887385206e-21,1.49843203377798e-13,1.975302592745268e-11,5.043655194972637e-21,3.2522145322587813e-22,1.5061031606099272e-20,-6.074571386882419e-19,-1.3517639200833105e-23,1.4654170708307278e-32,2.3902072219466476e-20,0.0007783752253014958,1.0504013189204867e-13,1.4923006796122932e-23,2.7063684716993325e-28,9.85574453587742e-20,-5.193473721827599e-23
8.966238080927418e-08,0.000539690409995138,0.0915567593028733,0.0,3.0078277090093755e-05,0.45154189444292697,7.335762138419618e-38,0.4561222309445228,3.23909379498868e-17,5.248539292285201e-25,2.54485642133744e-16,5.880890754989184e-19,-4.25417726553658e-32,1.4678261296584501e-06,1.5040895142761065e-13,1.8061325708250933e-25,3.0012033753968286e-21,1.5044133361837256e-13,1.9722031682643464e-11,5.045127300680881e-21,3.248850728759558e-22,1.5054830188483164e-20,-6.05232083572029e-19,-1.2596929279780373e-23,1.4650913788338853e-32,2.3817716737122113e-20,0.0007783813766337166,1.0520870340574254e-13,1.4976751842822223e-23,2.7149678801826143e-28,9.858693444047749e-20,-5.188477990071998e-23
9.000874029648532e-08,0.000539690409995138,0.0915567593028733,0.0,3.0066786012526963e-05,0.45154189474129064,7.365761880829855e-38,0.45612222490063553,3.239700595220742e-17,5.266845166343227e-25,2.5453433112701745e-16,5.8601704515089445e-19,-4.2542815375676595e-32,1.4672294021054262e-06,1.510070803334396e-13,1.8054542638313637e-25,2.998865881161554e-21,1.5103946853009295e-13,1.9691559408541733e-11,5.047036143429397e-21,3.245544837238689e-22,1.5048736875340243e-20,-6.030179214754167e-19,-1.3086243597698119e-23,1.4647757938924532e-32,2.373383087357623e-20,0.0007783874205508301,1.0537720996062404e-13,1.503055314788953e-23,2.723589716206265e-28,9.861639926599805e-20,-5.1833097116110234e-23
9.035509978369646e-08,0.000539690409995138,0.0915567593028733,0.0,3.0055495533071424e-05,0.4515418950344538,7.395767359965099e-38,0.4561222189622474,3.2403069034671405e-17,5.285151375820506e-25,2.5458298001138276e-16,5.839533845692139e-19,-4.254384779185661e-32,1.4666430753007832e-06,1.5160521383389817e-13,1.8047879653278368e-25,2.9965706073619666e-21,1.5163760803136258e-13,1.966160041011945e-11,5.049379852337341e-21,3.242295850872469e-22,1.5042749745076947e-20,-6.0081328157599545e-19,-1.2995317953601471e-23,1.4644701384770068e-32,2.3650283938420247e-20,0.0007783933589682574,1.0554565269088407e-13,1.5084410087561107e-23,2.732233711285361e-28,9.864584033795907e-20,-5.1779582296841127e-23
9.07014592709076e-08,0.000539690409995138,0.0915567593028733,0.0,3.0044402076748465e-05,0.45154189532250905,7.425778571139859e-38,0.4561222131274787,3.2409127284964593e-17,5.303459622907342e-25,2.546315895014175e-16,5.818960694221173e-19,-4.2544918756151794e-32,1.4660669644209612e-06,1.5220335184875795e-13,1.8041334522485979e-25,2.9943167725184725e-21,1.5223575204203912e-13,1.9632146134043212e-11,5.0521577808598074e-21,3.2391027806669525e-22,1.503686691153188e-20,-5.98615670877799e-19,-1.2710025163321745e-23,1.4641742382907733e-32,2.3566993955013676e-20,0.0007783991937659036,1.0571403271049311e-13,1.5138322043442733e-23,2.7408996014997653e-28,9.867525814975472e-20,-5.172416280890576e-23
9.104781875811874e-08,0.000539690409995138,0.0915567593028733,0.0,3.0033502134794237e-05,0.4515418956055471,7.455795509752089e-38,0.4561222073944841,3.2415180789148516e-17,5.321771592133427e-25,2.5468016029846804e-16,5.798466687176107e-19,-4.254601395743632e-32,1.4655008880484997e-06,1.5280149429921945e-13,1.8034905124354951e-25,2.9921036105789533e-21,1.5283390048340838e-13,1.960318816647256e-11,5.05536928488211e-21,3.2359646551320076e-22,1.5031086523278648e-20,-5.964260498325154e-19,-1.2902133858056362e-23,1.4638879222068936e-32,2.3484024460974863e-20,0.0007784049267888638,1.0588235111357601e-13,1.519228840249607e-23,2.749587126286249e-28,9.87046531857315e-20,-5.166695389137696e-23
9.139417824532989e-08,0.000539690409995138,0.0915567593028733,0.0,3.0022792263348047e-05,0.4515418958836569,7.485818171281642e-38,0.45612220176145274,3.242122963169263e-17,5.340088964544563e-25,2.547286930909121e-16,5.778063397191516e-19,-4.2547094729343284e-32,1.464944668105097e-06,1.533996411078855e-13,1.802858948612047e-25,2.9899303706080718e-21,1.5343205327815696e-13,1.957471823088863e-11,5.059013358047466e-21,3.2328805199614623e-22,1.5025406762944098e-20,-5.942464298360102e-19,-1.2763150060018083e-23,1.4636110222074027e-32,2.3401422319182262e-20,0.0007784105598481111,1.0605060897477926e-13,1.5246308557024007e-23,2.7582960275010696e-28,9.873402592136569e-20,-5.160806473183909e-23
9.174053773254103e-08,0.000539690409995138,0.0915567593028733,0.0,3.001226908216961e-05,0.4515418961569259,7.515846551288764e-38,0.4561221962266071,3.242727389550567e-17,5.358413420045243e-25,2.5477718855441405e-16,5.757746804108479e-19,-4.2548150943817884e-32,1.4643981297861234e-06,1.5399779219873577e-13,1.8022385542401906e-25,2.987796316494531e-21,1.5403021035034603e-13,1.954672818595291e-11,5.063088796031416e-21,3.229849437719411e-22,1.5019825846541233e-20,-5.9207601302077245e-19,-1.2670744888218235e-23,1.4633433733232635e-32,2.3319171248324348e-20,0.0007784160947211726,1.0621880734963111e-13,1.530038190465535e-23,2.7670260495272936e-28,9.876337682343695e-20,-5.154751114532722e-23
9.208689721975217e-08,0.000539690409995138,0.0915567593028733,0.0,3.0001929273384364e-05,0.45154189642544,7.545880645412607e-38,0.4561221907882023,3.243331366196656e-17,5.376746628848166e-25,2.548256473521766e-16,5.737511835214014e-19,-4.254920188616139e-32,1.463861101496552e-06,1.5459594749710073e-13,1.8016291312119614e-25,2.9857007266113483e-21,1.5462837162538652e-13,1.951921002339594e-11,5.067594375505207e-21,3.2268704875325936e-22,1.5014342022816638e-20,-5.899141780606587e-19,-1.2716691941789952e-23,1.4630848135754203e-32,2.3237250705080277e-20,0.0007784215331527871,1.0638694727489446e-13,1.535450784832878e-23,2.775776939839516e-28,9.879270635019808e-20,-5.148530505076791e-23
9.243325670696331e-08,0.000539690409995138,0.0915567593028733,0.0,2.9991769580256256e-05,0.45154189668928313,7.575920449369769e-38,0.4561221854445261,3.2439349010954414e-17,5.395090252061285e-25,2.5487407013518517e-16,5.717355353626004e-19,-4.2550259387708914e-32,1.4633334147882826e-06,1.551941069296374e-13,1.8010304885887547e-25,2.9836428934776388e-21,1.552265370300142e-13,1.9492155865935525e-11,5.0725291455448945e-21,3.223942764788618e-22,1.5008953572611966e-20,-5.87760888249104e-19,-1.2610079139100117e-23,1.4628351839170334e-32,2.315564798568811e-20,0.0007784268768555498,1.0655502976891304e-13,1.5408685796276063e-23,2.784548449207082e-28,9.882201495154117e-20,-5.142147000752596e-23
9.277961619417445e-08,0.000539690409995138,0.0915567593028733,0.0,2.9981786805987218e-05,0.4515418969485382,7.605965958952877e-38,0.456122180193897,3.2445380020878093e-17,5.413445943302389e-25,2.5492245754244773e-16,5.697278661050837e-19,-4.255131979455068e-32,1.4628149042988075e-06,1.5579227042430447e-13,1.8004424332674467e-25,2.9816221234598824e-21,1.558247064922652e-13,1.9465557965224157e-11,5.077892243872344e-21,3.221065380839955e-22,1.5003658808239173e-20,-5.856160618293978e-19,-1.2567005122419175e-23,1.4625943281771172e-32,2.3074368360681072e-20,0.000778432127510546,1.0672305583195043e-13,1.546291516200458e-23,2.793340331380712e-28,9.88513030691602e-20,-5.135604743271372e-23
9.31259756813856e-08,0.000539690409995138,0.0915567593028733,0.0,2.997197781254269e-05,0.45154189720328625,7.636017170029189e-38,0.4561221750346652,3.245140676870497e-17,5.431815349556026e-25,2.549708102012295e-16,5.677284245209233e-19,-4.2552375978345997e-32,1.4623054076912026e-06,1.5639043791033856e-13,1.799864778473153e-25,2.9796377364867165e-21,1.5642287994145212e-13,1.943940869982553e-11,5.083682677148118e-21,3.2182374627136177e-22,1.4998456072869147e-20,-5.834799913354485e-19,-1.2552474964309732e-23,1.4623620930054718e-32,2.2993421903281495e-20,0.0007784372867679645,1.0689102644652265e-13,1.5517195364279126e-23,2.8021523428116845e-28,9.888057113670991e-20,-5.128908758759997e-23
9.347233516859674e-08,0.000539690409995138,0.0915567593028733,0.0,2.9962339519502538e-05,0.4515418974536071,7.666074078539208e-38,0.45612216996521054,3.2457429329989133e-17,5.450200112379344e-25,2.550191287272827e-16,5.657370802357675e-19,-4.2553424801025e-32,1.4618047655954002e-06,1.5698860931823072e-13,1.799297341884322e-25,2.9776890657530596e-21,1.5702105730814063e-13,1.94137005732197e-11,5.089899421321829e-21,3.215458152826352e-22,1.4993343739933418e-20,-5.813526309215597e-19,-1.2475253674476993e-23,1.4621383278186922e-32,2.2912803332925194e-20,0.0007784423562477045,1.0705894257772425e-13,1.5571525827103056e-23,2.810984242670355e-28,9.890981957996166e-20,-5.1220620767851644e-23
9.381869465580788e-08,0.000539690409995138,0.0915567593028733,0.0,2.995286890293679e-05,0.451541897699579,7.696136680495361e-38,0.456122164983943,3.2463447778898966e-17,5.468601866317889e-25,2.5506741372507066e-16,5.637536591547077e-19,-4.255446981362955e-32,1.4613128215507157e-06,1.5758678457970332e-13,1.7987399419496597e-25,2.975775457426016e-21,1.5761923852412634e-13,1.938842621183664e-11,5.096541481006156e-21,3.212726608705259e-22,1.4988320212538615e-20,-5.792336932221474e-19,-1.2440194101255239e-23,1.4619228847472774e-32,2.2832505598647446e-20,0.0007784473375399647,1.0722680517354796e-13,1.5625905979698884e-23,2.8198357929563695e-28,9.893904881695552e-20,-5.115067231274152e-23
9.416505414301902e-08,0.000539690409995138,0.0915567593028733,0.0,2.9943562994305504e-05,0.45154189794127864,7.726204971980663e-38,0.4561221600893014,3.246946218824417e-17,5.487022238442115e-25,2.5511566578798797e-16,5.617781206353935e-19,-4.255551482496047e-32,1.4608294219496005e-06,1.5818496362768777e-13,1.7981924020491505e-25,2.9738962703685876e-21,1.5821742352241247e-13,1.936357836311791e-11,5.103607903320415e-21,3.210042002713748e-22,1.498338392289336e-20,-5.77123178644469e-19,-1.2403341896922306e-23,1.4617156185838467e-32,2.275252705379337e-20,0.0007784522322058226,1.0739461516519808e-13,1.5680335256488125e-23,2.8287067585109535e-28,9.896825925814945e-20,-5.1079275179090905e-23
9.451141363023016e-08,0.000539690409995138,0.0915567593028733,0.0,2.993441887938224e-05,0.4515418981787815,7.756278949147436e-38,0.4561221552797533,3.2475472629502125e-17,5.505462849591524e-25,2.551638854985753e-16,5.598104343781976e-19,-4.255655885988483e-32,1.4603544159825846e-06,1.58783146396302e-13,1.7976545490013848e-25,2.972050875874417e-21,1.588156122371875e-13,1.933914989360617e-11,5.111097775864719e-21,3.2074035217826725e-22,1.4978533331747326e-20,-5.750210757406884e-19,-1.2343399114976077e-23,1.461516386732466e-32,2.2672866470545065e-20,0.0007784570417778001,1.0756237346739791e-13,1.5734813097070676e-23,2.8375969069243914e-28,9.899745130656514e-20,-5.1006461934367887e-23
9.48577731174413e-08,0.000539690409995138,0.0915567593028733,0.0,2.9925433697200496e-05,0.4515418984121614,7.78635860821604e-38,0.45612215055379407,3.24814791728438e-17,5.523925314480979e-25,2.552120734287297e-16,5.578505957882471e-19,-4.255760017092195e-32,1.4598876555843892e-06,1.5938133282082912e-13,1.7971262116031958e-25,2.9702386574024214e-21,1.5941380460380383e-13,1.9315133787062184e-11,5.119010168652813e-21,3.204810367146597e-22,1.4973766927842136e-20,-5.729273321709912e-19,-1.230667261385225e-23,1.461325049159042e-32,2.2593523662002166e-20,0.0007784617677604162,1.0773008097869105e-13,1.578933894620355e-23,2.8465060084456236e-28,9.902662535793088e-20,-5.093226545459749e-23
9.520413260465244e-08,0.000539690409995138,0.0915567593028733,0.0,2.991660463902267e-05,0.4515418986414914,7.816443945473624e-38,0.45612214590994676,3.2487481887158987e-17,5.542411241685035e-25,2.552602301399111e-16,5.558985660276737e-19,-4.25586384800094e-32,1.4594289953811703e-06,1.599795228376958e-13,1.7966072226932047e-25,2.9684590103149647e-21,1.6001200055875612e-13,1.929152314260903e-11,5.127344140239757e-21,3.2022617540850353e-22,1.496908322737379e-20,-5.708419366981156e-19,-1.2262720857662678e-23,1.4611414683427473e-32,2.251449705458528e-20,0.0007784664116307298,1.0789773858173702e-13,1.5843912253779036e-23,2.8554338359627524e-28,9.905578180082124e-20,-5.085671704448934e-23
9.555049209186359e-08,0.000539690409995138,0.0915567593028733,0.0,2.9907928947330825e-05,0.4515418988668426,7.846534957272913e-38,0.4561221413467612,3.249348084008112e-17,5.56092223372548e-25,2.5530835618334323e-16,5.53954262882577e-19,-4.255967428490802e-32,1.4589782926388762e-06,1.6057771638445182e-13,1.7960974181166783e-25,2.9667113416262868e-21,1.6061020003966087e-13,1.926831117290329e-11,5.1360987730900955e-21,3.1997569116686097e-22,1.4964480773466458e-20,-5.687648023932216e-19,-1.2211689150101953e-23,1.4609655092284322e-32,2.2435783318206245e-20,0.0007784709748388707,1.0806534714360094e-13,1.589853247480246e-23,2.8643801650074484e-28,9.908492101679395e-20,-5.07798447710259e-23
9.589685157907473e-08,0.000539690409995138,0.0915567593028733,0.0,2.9899403914838845e-05,0.4515418990882851,7.876631640031018e-38,0.45612213686281367,3.2499476098011494e-17,5.579459886918422e-25,2.553564521002115e-16,5.520176447485748e-19,-4.256070856250533e-32,1.4585354072126875e-06,1.6117591339974927e-13,1.7955966361557998e-25,2.9649950697588037e-21,1.6120840298523582e-13,1.9245491202332775e-11,5.145273165006252e-21,3.197295082509996e-22,1.4959958135657198e-20,-5.666958660143346e-19,-1.2172321911022285e-23,1.4607970391800266e-32,2.235738076730994e-20,0.000778475458808558,1.082329075160379e-13,1.595319906936925e-23,2.8733447737310476e-28,9.911404338052396e-20,-5.070167807088805e-23
9.624321106628587e-08,0.000539690409995138,0.0915567593028733,0.0,2.9891026883525536e-05,0.4515418993058878,7.906733990228251e-38,0.4561221324567065,3.2505467726142947e-17,5.598025791686945e-25,2.554045184218559e-16,5.500886812228504e-19,-4.256174142100679e-32,1.458100201497513e-06,1.6177411382332253e-13,1.7951047185594122e-25,2.9633096243030153e-21,1.6180660933527966e-13,1.9223056665240626e-11,5.154866424776156e-21,3.194875522519579e-22,1.4955513909391527e-20,-5.646351125024253e-19,-1.2126852331759765e-23,1.460635927934911e-32,2.2279288169968404e-20,0.0007784798649376075,1.084004205357716e-13,1.6007911502641623e-23,2.882327442860316e-28,9.91431492599344e-20,-5.062224675896029e-23
9.658957055349701e-08,0.000539690409995138,0.0915567593028733,0.0,2.988279524368795e-05,0.4515418995197182,7.936842004406992e-38,0.45612212812706715,3.2511455788483115e-17,5.6166215328238525e-25,2.5545255566996e-16,5.481673271450024e-19,-4.256277228189726e-32,1.457672540379519e-06,1.6237231759596886e-13,1.7946215098572556e-25,2.961654445781936e-21,1.6240481903065268e-13,1.9201001104175454e-11,5.1648776699936624e-21,3.1924975006657106e-22,1.4951146715529412e-20,-5.625824887576546e-19,-1.2080204261665495e-23,1.46048204755922e-32,2.2201503696646506e-20,0.0007784841945984311,1.0856788702476782e-13,1.606266924482479e-23,2.891327955656256e-28,9.917223901632518e-20,-5.0541579130580953e-23
9.693593004070815e-08,0.000539690409995138,0.0915567593028733,0.0,2.9874706433014685e-05,0.45154189972984266,7.966955679170543e-38,0.45612212387254814,3.251744034787726e-17,5.635248689426007e-25,2.555005643567363e-16,5.46253543844464e-19,-4.256380120277242e-32,1.457252291188666e-06,1.6297052465952868e-13,1.7941468571443991e-25,2.960028985422331e-21,1.6300303201325756e-13,1.9179318168167133e-11,5.175306020487858e-21,3.19016029873949e-22,1.494685519986156e-20,-5.60537946682128e-19,-1.2039058420664179e-23,1.460335272404069e-32,2.2124025780634475e-20,0.0007784884491385228,1.0873530779050246e-13,1.611747177114266e-23,2.9003460978866702e-28,9.920131300449871e-20,-5.0459703310071426e-23
9.728228952791929e-08,0.000539690409995138,0.0915567593028733,0.0,2.986675793567852e-05,0.4515418999363262,7.997075011182041e-38,0.4561221196918264,3.252342146603029e-17,5.653908834999693e-25,2.555485449851075e-16,5.4434728614351455e-19,-4.2564828457047793e-32,1.4568393236522298e-06,1.6356873495686701e-13,1.7936806105906145e-25,2.958432704932208e-21,1.6360124822602e-13,1.9158001611028048e-11,5.1861506068298404e-21,3.187863211123959e-22,1.494263803263573e-20,-5.585014476122573e-19,-1.1993906201337392e-23,1.460195479062668e-32,2.20468525917293e-20,0.0007784926298809357,1.0890268362622464e-13,1.6172318561813135e-23,2.909381657805233e-28,9.923037157288302e-20,-5.0376646695218084e-23
9.762864901513043e-08,0.000539690409995138,0.0915567593028733,0.0,2.9858947281448057e-05,0.45154190013923295,8.027199997163363e-38,0.4561221155836029,3.252939920352885e-17,5.672603537578274e-25,2.555964980488839e-16,5.424485080263954e-19,-4.256585417987039e-32,1.4564335098492838e-06,1.6416694843185469e-13,1.793222622990871e-25,2.9568650762828778e-21,1.641994676128707e-13,1.9137045289679502e-11,5.197410572512422e-21,3.18560554456765e-22,1.4938493908092785e-20,-5.564729378342974e-19,-1.1949434197143589e-23,1.460062546328314e-32,2.1969982265807735e-20,0.0007784967381247484,1.0907001531121461e-13,1.6227209102022986e-23,2.9184344261243983e-28,9.925941506365237e-20,-5.0292435974353044e-23
9.797500850234158e-08,0.000539690409995138,0.0915567593028733,0.0,2.9851272044817784e-05,0.4515419003386257,8.057330633894064e-38,0.45612211154660226,3.2535373619862444e-17,5.6913343597891895e-25,2.5564442403293694e-16,5.405571738179284e-19,-4.25668785410992e-32,1.4560347241661191e-06,1.6476516502935011e-13,1.7927727496872105e-25,2.955325581495554e-21,1.647976901187269e-13,1.9116443162502865e-11,5.20908506788019e-21,3.1833866179623656e-22,1.493442154401237e-20,-5.544523773231367e-19,-1.1907411767951336e-23,1.4599363551532364e-32,2.1893413357509062e-20,0.0007785007751455243,1.0923730361103677e-13,1.628214288190229e-23,2.927504195983451e-28,9.92884438128453e-20,-5.0207097916199843e-23
9.832136798955272e-08,0.000539690409995138,0.0915567593028733,0.0,2.984372984415624e-05,0.4515419005345659,8.087466918210331e-38,0.45612210757957167,3.2541344773444417e-17,5.710102859007038e-25,2.5569232341336982e-16,5.386732433875816e-19,-4.256790150051969e-32,1.4556428432525846e-06,1.6536338469518165e-13,1.7923308488127977e-25,2.9538137124333333e-21,1.6539591568947442e-13,1.9096189287715306e-11,5.2211732515377426e-21,3.181205762125136e-22,1.4930419681267818e-20,-5.52439727981561e-19,-1.1863055076227054e-23,1.4598167886082812e-32,2.1817144241063798e-20,0.0007785047421957571,1.0940454927778799e-13,1.6337119396498508e-23,2.9365907629187355e-28,9.931745815048041e-20,-5.012065862642788e-23
9.866772747676386e-08,0.000539690409995138,0.0915567593028733,0.0,2.983631834087181e-05,0.45154190072711436,8.117608847003962e-38,0.45612210368128137,3.254731272163244e-17,5.728910587429019e-25,2.5574019665768396e-16,5.36796674635427e-19,-4.256892303808452e-32,1.4552577459793194e-06,1.6596160737612971e-13,1.7918967809943947e-25,2.9523289705984255e-21,1.6599414427195046e-13,1.9076277821769736e-11,5.2336742903278064e-21,3.179062319584261e-22,1.4926487083390262e-20,-5.50434941506534e-19,-1.1819747875131483e-23,1.459703731843406e-32,2.1741173210964856e-20,0.0007785086405053097,1.0957175305034103e-13,1.6392138145750208e-23,2.9456939248368438e-28,9.934645840066957e-20,-5.0033143548670905e-23
9.9014086963975e-08,0.000539690409995138,0.0915567593028733,0.0,2.982903523859576e-05,0.4515419009163305,8.147756417221368e-38,0.4561220998505238,3.255327752074851e-17,5.747759092122192e-25,2.5578804422494186e-16,5.349274294882878e-19,-4.2569943343094364e-32,1.4548793133958599e-06,1.6655983301991e-13,1.791470409323191e-25,2.9508708669338454e-21,1.665923758139261e-13,1.905670301777866e-11,5.246587358239947e-21,3.17695564436933e-22,1.492262253614161e-20,-5.48437977207266e-19,-1.1777463370540284e-23,1.4595970720489722e-32,2.1665498724785623e-20,0.0007785124712818451,1.0973891565458334e-13,1.644719863446039e-23,2.9548134819890227e-28,9.937544488172898e-20,-4.994457790013406e-23
9.936044645118614e-08,0.000539690409995138,0.0915567593028733,0.0,2.9821878282382024e-05,0.4515419011022727,8.177909625862574e-38,0.4561220960861131,3.25592392260986e-17,5.766649915140543e-25,2.5583586656592793e-16,5.3306546781371805e-19,-4.2570962503534176e-32,1.454507428689605e-06,1.6715806157515607e-13,1.7910515994622954e-25,2.9494389216294587e-21,1.671906102640898e-13,1.903745922396166e-11,5.2599116384238724e-21,3.1748851018051947e-22,1.4918824847096235e-20,-5.464487944993395e-19,-1.1733938229699245e-23,1.4594966984178265e-32,2.159011915672208e-20,0.0007785162357112453,1.0990603780365156e-13,1.650230037226949e-23,2.9639492369449936e-28,9.940441790628785e-20,-4.985498633917784e-23
9.970680593839728e-08,0.000539690409995138,0.0915567593028733,0.0,2.9814845257923546e-05,0.4515419012849984,8.208068469980262e-38,0.4561220923868846,3.2565197891991856e-17,5.785584593607976e-25,2.5588366412330403e-16,5.312107505621984e-19,-4.257198056496788e-32,1.4541419771456148e-06,1.6775629299140353e-13,1.7906402194455506e-25,2.948032663932648e-21,1.6778884757203038e-13,1.9018540882116284e-11,5.273646321997969e-21,3.1728500683097693e-22,1.4915092845231168e-20,-5.44467349489272e-19,-1.1691356248971457e-23,1.4594025021081272e-32,2.1515032924837465e-20,0.0007785199349580238,1.1007312019816134e-13,1.6557442873628036e-23,2.973100994565829e-28,9.94333777813949e-20,-4.9764393083028294e-23
9.999999999999998e-08,0.000539690409995138,0.0915567593028733,0.0,2.9808987030700943e-05,0.45154190143720396,8.233602399493851e-38,0.4561220893055733,3.25702395798069e-17,5.801648251152243e-25,2.5592410581323944e-16,5.296463626763215e-19,-4.257284156701228e-32,1.4538375657539114e-06,1.6826269938964317e-13,1.7902976958613252e-25,2.946861996710734e-21,1.6829525895512025e-13,1.900277676029508e-11,5.28559291084987e-21,3.1711547049209396e-22,1.491198418089581e-20,-5.427960700565006e-19,-1.165587739290769e-23,1.4593275131786036e-32,2.145170040592917e-20,0.0007785230162846361,1.1021452525087462e-13,1.6604152622792623e-23,2.9808603408977857e-28,9.945788232589599e-20,-4.9686940572910555e-23
1.0005316542560843e-07,0.000539690409995138,0.0915567593028733,0.0,2.9807933990784582e-05,0.45154190146456374,8.238232946678824e-38,0.4561220887516949,3.2571153571759504e-17,5.804564659791196e-25,2.559314373317633e-16,5.293632408312707e-19,-4.25729976263033e-32,1.4537828461072242e-06,1.6835452721907304e-13,1.7902361396625605e-25,2.9466516319634547e-21,1.6838708768822134e-13,1.8999942526111873e-11,5.287790606822739e-21,3.17084993119559e-22,1.491142538052457e-20,-5.4249360325806875e-19,-1.1649171228320884e-23,1.4593143762069274e-32,2.1440238534154737e-20,0.00077852357016573,1.1024016352643287e-13,1.6612625657769075e-23,2.9822685619775287e-28,9.946232480862273e-20,-4.9672822044002814e-23
1.0039952491281957e-07,0.000539690409995138,0.0915567593028733,0.0,2.9801142345648704e-05,0.45154190164102415,8.268403053113424e-38,0.45612208517942104,3.257710631777322e-17,5.823591641194101e-25,2.559791866181804e-16,5.27522899863427e-19,-4.257401372511335e-32,1.4534299249374559e-06,1.689527642094549e-13,1.78983923289558e-25,2.9452953725338992e-21,1.689853305640046e-13,1.8981658780406224e-11,5.302343698637423e-21,3.1688840884750856e-22,1.4907821323562372e-20,-5.405275154056001e-19,-1.1606398751045329e-23,1.4592322156944796e-32,2.1365734414588504e-20,0.0007785271424573429,1.1040716846471216e-13,1.666784824868016e-23,2.9914517485457383e-28,9.949125928417003e-20,-4.958029659950136e-23
1.0074588440003071e-07,0.000539690409995138,0.0915567593028733,0.0,2.979446822558218e-05,0.45154190181443393,8.298578786489092e-38,0.45612208166896007,3.2583056181463224e-17,5.842667060624356e-25,2.560269124017587e-16,5.256896898737479e-19,-4.2575028934337145e-32,1.4530831049812132e-06,1.6955100391469313e-13,1.7894493741790877e-25,2.9439634409713323e-21,1.6958357615157502e-13,1.896368435858466e-11,5.317304810490319e-21,3.1669519486694566e-22,1.4904279565152823e-20,-5.385690442469631e-19,-1.1564361887485762e-23,1.4591559174092608e-32,2.1291519035451898e-20,0.0007785306529356598,1.1057413567738829e-13,1.6723110175075245e-23,3.0006503658507957e-28,9.952018149896177e-20,-4.9486839725107965e-23
1.0109224388724185e-07,0.000539690409995138,0.0915567593028733,0.0,2.978790957131226e-05,0.45154190198484645,8.328760144059822e-38,0.4561220782192292,3.258900321333601e-17,5.861792436266234e-25,2.560746150941742e-16,5.23863574389843e-19,-4.2576043363894703e-32,1.452742279528232e-06,1.7014924628777038e-13,1.7890664407861623e-25,2.942655400945833e-21,1.7018182440396493e-13,1.894601406192135e-11,5.332673162370028e-21,3.1650529306210997e-22,1.4900799015948786e-20,-5.366181513845375e-19,-1.1522472663847846e-23,1.4590853800136762e-32,2.1217590919222327e-20,0.0007785341026836747,1.1074106581720638e-13,1.6778410970366096e-23,3.009864227662851e-28,9.954909173874734e-20,-4.939247406063679e-23
1.0143860337445299e-07,0.000539690409995138,0.0915567593028733,0.0,2.978146436052017e-05,0.45154190215231416,8.3589471231277e-38,0.4561220748291646,3.2594947462991675e-17,5.880969281766541e-25,2.5612229509971733e-16,5.220445161505167e-19,-4.2577057060707475e-32,1.4524073437767819e-06,1.707474912824925e-13,1.7886903122291676e-25,2.9413708243015788e-21,1.7078007527502932e-13,1.8928642777962414e-11,5.3484479816663885e-21,3.163186463309528e-22,1.4897378606077642e-20,-5.346747973884686e-19,-1.1480364989522138e-23,1.459020503960461e-32,2.1143948556446408e-20,0.0007785374927649505,1.1090795952547649e-13,1.683375017263365e-23,3.019093149917259e-28,9.957799028419673e-20,-4.9297221784981483e-23
