Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357)
7.184883685129214e-06,0.0027792097116130575,0.1557,0.0,0.003495514593531457,0.6393665941057639,0.20002644569980574,9.856452668371867e-09,5.161801312099392e-06,9.575678985777232e-07,1.244515822139263e-07,7.696229796120223e-05,1.5018800755015123e-06,8.635538646785897e-05,1.164444453440125e-10,3.858242679390613e-13,6.898349776275328e-10,0.0017746352876069963,3.227220415401859e-11,1.2196668478867179e-05,4.450788206646932e-24,5.197475223122719e-15,1.9970587847222323e-07,2.1171110088660003e-12,3.8622943509196916e-25,1.459553342986043e-07,0.002809848209672537,1.5929903331103385e-13,1.6903309184895095e-08,6.814004701475032e-18,4.992858389408055e-06,2.9923504839524877e-07,1.3457604304910771e-18,2.4464604901488237e-12,4.964897708519964e-13,4.184571623941885e-15,3.462799811203171e-09,8.830555978706313e-16,7.28839767318079e-15,7.922745262292125e-17,9.041800654279634e-16,3.635933394616536e-17,5.357728071398191e-14,1.3237876753026141e-16,1.3942107166517503e-09,3.972181953335737e-15,1.5825362912148838e-21
7.289053492109868e-06,0.0027792097116130575,0.1557,0.0,0.0034955232217543336,0.6393639116060842,0.200025120067025,1.007190026921449e-08,5.242004672423156e-06,9.679132481619886e-07,1.2639886096421798e-07,7.815299514798063e-05,1.5245692647657016e-06,8.635541853194941e-05,1.1646085028839532e-10,3.858951298367844e-13,6.996745770540506e-10,0.0017746279092839175,3.2554254666778815e-11,1.2196969237382958e-05,4.494354992740642e-24,5.263108492493328e-15,1.997301526979379e-07,2.1174274003718394e-12,3.944979128917667e-25,1.4735260595792402e-07,0.0028098433565800977,1.617920239961913e-13,1.716440801046615e-08,6.8254431060282325e-18,5.073626668462054e-06,3.0077567178158805e-07,1.3779897318709964e-18,2.5191007330698085e-12,4.965780571364771e-13,4.246563476532062e-15,3.493239116337033e-09,8.827881505635629e-16,7.286205360131732e-15,7.992073530444397e-17,9.178419549951132e-16,3.6678368997859483e-17,5.4945906407976836e-14,1.3455030731256202e-16,1.4311701215274203e-09,4.099214714540956e-15,1.6330779002071744e-21
7.393223299090523e-06,0.0027792097116130575,0.1557,0.0,0.0034955318498007637,0.6393612291363482,0.2000237945269068,1.0289229527292216e-08,5.322222783228982e-06,9.781538317577446e-07,1.2834650578773679e-07,7.934372568009305e-05,1.5472384574042895e-06,8.635545059124773e-05,1.1647724291766848e-10,3.8596592222616174e-13,7.095160220472592e-10,0.0017746205316130574,3.28360601861933e-11,1.2197268976674725e-05,4.5378843112857934e-24,5.3287541940755715e-15,1.997544048519856e-07,2.117743403042627e-12,4.028467816981407e-25,1.4874991290411024e-07,0.0028098385034199874,1.642854958219082e-13,1.7425516524048443e-08,6.836877860290503e-18,5.1544118312202866e-06,3.0231656613824616e-07,1.4106356832545554e-18,2.5927231115835365e-12,4.966661288631222e-13,4.3085012705671345e-15,3.523204113815237e-09,8.82520821910043e-16,7.284014017770696e-15,8.061341181123372e-17,9.314918732757951e-16,3.699243668491513e-17,5.6333290684179775e-14,1.367246272044596e-16,1.468449959721414e-09,4.228349269798309e-15,1.6844552021991954e-21
7.497393106071178e-06,0.0027792097116130575,0.1557,0.0,0.0034955404776730765,0.6393585466959496,0.20002246907859597,1.0508438834532797e-08,5.402455630141739e-06,9.882907125403343e-07,1.3029451618042258e-07,8.053448933266153e-05,1.5698876682435613e-06,8.635548264578304e-05,1.1649362334038243e-10,3.86036645746137e-13,7.193593109530537e-10,0.0017746131545882428,3.3117620913333354e-11,1.2197567706243042e-05,4.581376191012404e-24,5.394412313249475e-15,1.997786351295293e-07,2.1180590204430856e-12,4.1127581732005885e-25,1.5014725497069073e-07,0.0028098336501914158,1.667794481454241e-13,1.7686634676474652e-08,6.84830903371608e-18,5.2352138584791356e-06,3.0385773157929054e-07,1.4436970827562205e-18,2.667324466674612e-12,4.967539886923243e-13,4.37038504592877e-15,3.5527023870930214e-09,8.822536125209155e-16,7.281823651142898e-15,8.130548264092625e-17,9.451298291053928e-16,3.730161641465978e-17,5.773938090453581e-14,1.3890168817285676e-16,1.5060452455041258e-09,4.359590185862422e-15,1.7366700311683182e-21
7.601562913051832e-06,0.0027792097116130575,0.1557,0.0,0.003495549105373565,0.6393558642842884,0.20002114372124585,1.0729526584183635e-08,5.482703198918438e-06,9.983249428993678e-07,1.3224289164283125e-07,8.17252858828465e-05,1.5925169121524803e-06,8.635551469558374e-05,1.165099916639819e-10,3.861073010291649e-13,7.292044421325596e-10,0.0017746057782033551,3.339893704956737e-11,1.2197865435490575e-05,4.624830660722719e-24,5.46008283553048e-15,1.9980284372374597e-07,2.1183742561017503e-12,4.197847930333622e-25,1.515446319925991e-07,0.0028098287968935922,1.6927388032988098e-13,1.7947762419023496e-08,6.859736694696031e-18,5.316032731216742e-06,3.053991682167834e-07,1.4771727192027344e-18,2.74290165096889e-12,4.968416392469076e-13,4.432214842614601e-15,3.581741398280112e-09,8.819865229986162e-16,7.279634265224223e-15,8.199694829188696e-17,9.587558313451054e-16,3.760598632402009e-17,5.916412383467499e-14,1.4108145180639753e-16,1.5439510728360256e-09,4.492942023060662e-15,1.7897242184604708e-21
7.705732720032487e-06,0.0027792097116130575,0.1557,0.0,0.0034955577329044895,0.6393531819007706,0.20001981845401826,1.095249117081376e-08,5.562965475446891e-06,1.0082575645480917e-06,1.3419163168008855e-07,8.291611510982582e-05,1.6151262040420547e-06,8.635554674067778e-05,1.1652634799481668e-10,3.861778887012752e-13,7.390514139619729e-10,0.001774598402452333,3.368000879655526e-11,1.21981621737231e-05,4.6682477492899304e-24,5.525765746568195e-15,1.9982703082584678e-07,2.1186891135113402e-12,4.283734799355815e-25,1.529420438061608e-07,0.0028098239435257254,1.7176879174426286e-13,1.820889970341569e-08,6.871160910574814e-18,5.396868430590934e-06,3.0694087616080965e-07,1.5110613735704594e-18,2.819451528621444e-12,4.969290831126803e-13,4.493990700736646e-15,3.6103284900826845e-09,8.817195539372677e-16,7.277445864922012e-15,8.26878092631988e-17,9.723698888815582e-16,3.7905623299848913e-17,6.060746572731301e-14,1.4326388030552418e-16,1.5821626140929084e-09,4.628409335358079e-15,1.843619592817741e-21
7.809902527013142e-06,0.0027792097116130575,0.1557,0.0,0.003495566360268074,0.6393504995448092,0.20001849327608356,1.1177330990315796e-08,5.6432424457443795e-06,1.0180896086316425e-06,1.3614073580184307e-07,8.41069767947745e-05,1.637715558864709e-06,8.635557878109256e-05,1.1654269243815335e-10,3.8624840938214017e-13,7.489002248324145e-10,0.001774591027329169,3.396083635624341e-11,1.2198457930150533e-05,4.7116274856571484e-24,5.5914610321449485e-15,1.9985119662509785e-07,2.1190035961291253e-12,4.370416472633848e-25,1.5433949024907903e-07,0.002809819090087025,1.7426418176333903e-13,1.8470046481809192e-08,6.882581747666489e-18,5.47772093793716e-06,3.084828555195081e-07,1.5453618202709911e-18,2.8969709752129656e-12,4.970163228389785e-13,4.555712660519528e-15,3.6384708877142342e-09,8.814527059227692e-16,7.275258455075784e-15,8.337806605464826e-17,9.859720106264368e-16,3.820060299892772e-17,6.206935239687165e-14,1.4544893647270073e-16,1.6206751188115402e-09,4.765996670421072e-15,1.898357980405297e-21
7.914072333993798e-06,0.0027792097116130575,0.1557,0.0,0.0034955749874665083,0.6393478172158222,0.2000171681866204,1.1404044439907868e-08,5.723534095956345e-06,1.0278220958342126e-06,1.3809020352222123e-07,8.52978707208444e-05,1.6602849916136632e-06,8.635561081685477e-05,1.1655902509818642e-10,3.8631886368513996e-13,7.587508731497695e-10,0.0017745836528279112,3.4241419930859115e-11,1.2198752713887934e-05,4.754969898836154e-24,5.65716867817446e-15,1.9987534130884034e-07,2.1193177073772945e-12,4.457890626766009e-25,1.557369711604211e-07,0.002809814236576701,1.767600497676042e-13,1.87312027067947e-08,6.893999271270813e-18,5.5585902347664525e-06,3.100251063991016e-07,1.5800728283011727e-18,2.9754568776537103e-12,4.971033609392048e-13,4.617380762298781e-15,3.6661757007758835e-09,8.811859795328919e-16,7.273072040458048e-15,8.406771916671238e-17,9.995622055160945e-16,3.849099986764813e-17,6.354972928624252e-14,1.4763658370278622e-16,1.6594839124553727e-09,4.9057085696798685e-15,1.9539412048378665e-21
8.018242140974454e-06,0.0027792097116130575,0.1557,0.0,0.0034955836145019546,0.6393451349132351,0.2000158431848156,1.1632629918135498e-08,5.80384041235508e-06,1.0374560364851241e-06,1.4004003435978184e-07,8.648879667314425e-05,1.6828345173223168e-06,8.635564284799089e-05,1.1657534607804942e-10,3.863892522174263e-13,7.686033573345462e-10,0.001774576278942661,3.452175972290545e-11,1.219904653395648e-05,4.798275017906319e-24,5.722888670700576e-15,1.9989946506251019e-07,2.11963145064331e-12,4.546154925122969e-25,1.5713448638060438e-07,0.0028098093829939624,1.792563951432236e-13,1.8992368331391622e-08,6.905413545688895e-18,5.639476302763427e-06,3.115676289039238e-07,1.6151931622715413e-18,3.0549061340942084e-12,4.971901998913522e-13,4.6789950465192694e-15,3.693449925106591e-09,8.809193753373647e-16,7.270886625774987e-15,8.475676910054639e-17,1.0131404825112007e-15,3.877688716137961e-17,6.50485415265115e-14,1.4982678597356623e-16,1.6985843951999994e-09,5.0475495683897635e-15,2.0103710872057572e-21
8.122411947955109e-06,0.0027792097116130575,0.1557,0.0,0.003495592241376537,0.6393424526364784,0.20001451826986427,1.1863085824873438e-08,5.8841613813384506e-06,1.046992430663826e-06,1.4199022783747105e-07,8.767975443871984e-05,1.7053641510636438e-06,8.635567487452662e-05,1.165916554798262e-10,3.8645957557998847e-13,7.784576758217206e-10,0.001774568905667575,3.4801855935156075e-11,1.2199339399284474e-05,4.841542872013523e-24,5.78862099589575e-15,1.999235680696582e-07,2.119944829280269e-12,4.635207020120018e-25,1.5853203575138302e-07,0.0028098045293380182,1.8175321728197403e-13,1.925354330904294e-08,6.916824634238758e-18,5.720379123784292e-06,3.1311042313644534e-07,1.6507215833257736e-18,3.1353156538420422e-12,4.972768421385282e-13,4.740555553733342e-15,3.7203004446037493e-09,8.806528938979687e-16,7.268702215667256e-15,8.544521635796915e-17,1.0267068505963611e-15,3.905833696352611e-17,6.656573399037562e-14,1.5201950783643655e-16,1.737972040738047e-09,5.1915241956912185e-15,2.0676494461001814e-21
8.226581754935765e-06,0.0027792097116130575,0.1557,0.0,0.0034956008680923504,0.6393397703849891,0.20001319344096957,1.2095410561327498e-08,5.964496989428612e-06,1.0564322683038325e-06,1.4394078348257835e-07,8.887074380653422e-05,1.7278739079495865e-06,8.635570689648728e-05,1.1660795340456134e-10,3.8652983436771484e-13,7.883138270605915e-10,0.0017745615329968617,3.5081708770650024e-11,1.2199631318708305e-05,4.884773490368896e-24,5.854365640060124e-15,1.9994765051196946e-07,2.120257846607261e-12,4.7250445552493245e-25,1.5992961911583443e-07,0.002809799675608081,1.8425051558118832e-13,1.9514727593612295e-08,6.928232599270622e-18,5.801298679854897e-06,3.146534891972986e-07,1.6866568499628255e-18,3.2166823572840512e-12,4.97363290089467e-13,4.802062324599571e-15,3.746734033014655e-09,8.803865357686219e-16,7.266518814710654e-15,8.613306144145426e-17,1.0402613187797604e-15,3.933542020427882e-17,6.810125133991169e-14,1.542147144072265e-16,1.7776423951031865e-09,5.337636974668786e-15,2.1257780976385304e-21
8.33075156191642e-06,0.0027792097116130575,0.1557,0.0,0.003495609494651458,0.6393370881582097,0.20001186869734275,1.2329602530036325e-08,6.044847223270746e-06,1.0657765292956053e-06,1.4589170082669253e-07,9.006176456744849e-05,1.7503638031304633e-06,8.635573891389763e-05,1.166242399522716e-10,3.8660002916945694e-13,7.98171809514641e-10,0.001774554160924784,3.53613184326869e-11,1.2199922300973407e-05,4.9279669022479804e-24,5.92012258961976e-15,1.9997171256928272e-07,2.1205705059097095e-12,4.815665166896602e-25,1.6132723631834612e-07,0.00280979482180336,1.867482894437012e-13,1.9775921139378063e-08,6.939637502181833e-18,5.882234953168793e-06,3.161968271853029e-07,1.7229977187713997e-18,3.2990031758134075e-12,4.974495461190311e-13,4.86351539988067e-15,3.772757355699303e-09,8.801203014954683e-16,7.264336427416896e-15,8.682030485411267e-17,1.053803896092808e-15,3.9608206679068423e-17,6.965503806928992e-14,1.5641237135718843e-16,1.817591075512956e-09,5.485892422408914e-15,2.1847588554885357e-21
8.434921368897076e-06,0.0027792097116130575,0.1557,0.0,0.003495618121055892,0.639334405955589,0.20001054403820284,1.2565660134873131e-08,6.125212069631823e-06,1.075026183588392e-06,1.4784297940565828e-07,9.125281651420246e-05,1.7728338517943783e-06,8.635577092678206e-05,1.1664051522195576e-10,3.8667016056809004e-13,8.080316216613784e-10,0.001774546789445657,3.5640685124821464e-11,1.220021235473521e-05,4.971123136989386e-24,5.9858918311257325e-15,1.9999575441960945e-07,2.12088281043972e-12,4.907066485965734e-25,1.6272488720460246e-07,0.0028097899679230686,1.8924653827779077e-13,2.0037123901030344e-08,6.951039403431727e-18,5.963187926085327e-06,3.1774043719748984e-07,1.7597429450866796e-18,3.382275051761044e-12,4.975356125687104e-13,4.924914820442271e-15,3.798376971364977e-09,8.798541916169643e-16,7.262155058234292e-15,8.750694709968398e-17,1.0673345915897684e-15,3.987676506672177e-17,7.122703854296185e-14,1.586124449041077e-16,1.8578137692300996e-09,5.6362950500566345e-15,2.2445935308926024e-21
8.539091175877731e-06,0.0027792097116130575,0.1557,0.0,0.003495626747307656,0.6393317237765818,0.2000092194627767,1.2803581781047427e-08,6.205591515399359e-06,1.0841821912910344e-06,1.4979461875953314e-07,9.244389944139572e-05,1.7952840691666373e-06,8.63558029351644e-05,1.1665677931160633e-10,3.8674022914057767e-13,8.178932619922096e-10,0.0017745394185538456,3.5919809050858945e-11,1.2200501488560095e-05,5.0142422239939e-24,6.0516733512527105e-15,2.0001977623915284e-07,2.121194763416433e-12,4.999246139330615e-25,1.641225716215715e-07,0.0028097851139664183,1.9174526149712702e-13,2.0298335833666468e-08,6.962438362556156e-18,6.044157581127747e-06,3.192843193291265e-07,1.7968912835767717e-18,3.466494938330993e-12,4.976214917471135e-13,4.986260627251181e-15,3.823599333773072e-09,8.795882066639655e-16,7.259974711548466e-15,8.819298868252295e-17,1.0808534143474288e-15,4.0141162947328825e-17,7.281719702979495e-14,1.60814901803574e-16,1.898306232442121e-09,5.788849362871166e-15,2.3052839326912747e-21
8.643260982858387e-06,0.0027792097116130575,0.1557,0.0,0.003495635373408719,0.639329041620648,0.2000078949702992,1.3043365875106695e-08,6.285985547580191e-06,1.0932455027717544e-06,1.517466184325451e-07,9.363501314546862e-05,1.8177144705091737e-06,8.635583493906798e-05,1.1667303231821857e-10,3.8681023545802775e-13,8.277567290122909e-10,0.0017745320482437698,3.619869041485004e-11,1.2200789710926306e-05,5.057324192723347e-24,6.117467136797748e-15,2.0004377820232648e-07,2.1215063680263426e-12,5.092201751132641e-25,1.655202894174924e-07,0.0028097802599326258,1.9424445852071629e-13,2.0559556892786723e-08,6.973834438181798e-18,6.125143900981338e-06,3.2082847367373955e-07,1.834441488766597e-18,3.5516597995392282e-12,4.97707185930445e-13,5.047552861373862e-15,3.848430793418613e-09,8.793223471598073e-16,7.257795391683053e-15,8.887843010758729e-17,1.0943603734647385e-15,4.0401466819823126e-17,7.442545773357671e-14,1.6301970934038171e-16,1.9390642891587627e-09,5.943559860280455e-15,2.3668318673464157e-21
8.747430789839042e-06,0.0027792097116130575,0.1557,0.0,0.0034956439993610233,0.6393263594872537,0.2000065705600127,1.3285010824938026e-08,6.366394153299268e-06,1.1022170587569282e-06,1.536989779730505e-07,9.482615742468398e-05,1.8401250711199762e-06,8.635586693851572e-05,1.166892743378021e-10,3.868801800857573e-13,8.376220212403842e-10,0.001774524678509898,3.6477329421085935e-11,1.2201077030224888e-05,5.100369072699571e-24,6.183273174678921e-15,2.00067760481773e-07,2.1218176274236523e-12,5.185930943939796e-25,1.669180404418625e-07,0.0028097754058209034,1.9674412877284636e-13,2.082078703429009e-08,6.98522768804025e-18,6.206146868491593e-06,3.223729003231384e-07,1.8723923155055675e-18,3.6377666101556375e-12,4.977926973629849e-13,5.108791563974779e-15,3.872877599182889e-09,8.790566136203951e-16,7.255617102900398e-15,8.956327188042497e-17,1.1078554780624648e-15,4.0657742119280946e-17,7.605176482026828e-14,1.6522683532007341e-16,1.9800838301271285e-09,6.100431035934665e-15,2.429239138963831e-21
8.851600596819698e-06,0.0027792097116130575,0.1557,0.0,0.0034956526251664843,0.6393236773758705,0.20000524623116714,1.3528515039769754e-08,6.446817319798453e-06,1.1110977904288592e-06,1.5565169693349196e-07,9.601733207910819e-05,1.8625158863325227e-06,8.635589893353016e-05,1.1670550546539054e-10,3.869500635833494e-13,8.474891372087374e-10,0.00177451730934675,3.675572627409392e-11,1.2201363454760582e-05,5.143376893503436e-24,6.2490914519344065e-15,2.0009172324838242e-07,2.1221285447305945e-12,5.280431339782188e-25,1.6831582454542482e-07,0.0028097705516304692,1.9924427168303784e-13,2.1082026214471113e-08,6.99661816898194e-18,6.287166466662374e-06,3.2391759936743763e-07,1.9107425193851546e-18,3.7248123556488216e-12,4.978780282575538e-13,5.1699767763151426e-15,3.896945899959639e-09,8.7879100655428e-16,7.253439849402204e-15,9.02475145071651e-17,1.1213387372828722e-15,4.09100532339446e-17,7.76960624423478e-14,1.6743624806061342e-16,2.021360811764154e-09,6.259467377758644e-15,2.4925075493157577e-21
8.955770403800353e-06,0.0027792097116130575,0.1557,0.0,0.0034956612508269844,0.6393209952859753,0.20000392198302014,1.3773876930173016e-08,6.527255034435341e-06,1.1198886195225617e-06,1.576047748703575e-07,9.720853691059337e-05,1.8848869315152244e-06,8.635593092413324e-05,1.1672172579505177e-10,3.870198865047133e-13,8.573580754629173e-10,0.0017745099407488966,3.703388117863193e-11,1.2201648992752748e-05,5.186347684773694e-24,6.314921955720834e-15,2.001156666713102e-07,2.122439123037765e-12,5.375700561076243e-25,1.6971364158015558e-07,0.0028097656973605388,2.0174488668598392e-13,2.1343274390014507e-08,7.008005936989745e-18,6.368202678654124e-06,3.254625708950807e-07,1.9494908571112315e-18,3.812794032133403e-12,4.979631807959751e-13,5.231108539750998e-15,3.920641746255228e-09,8.785255264627474e-16,7.251263635330272e-15,9.093115849450178e-17,1.1348101602893463e-15,4.115846352197135e-17,7.935829476054775e-14,1.6964791638420034e-16,2.0628912551061645e-09,6.420673368003384e-15,2.5566388978624025e-21
9.059940210781009e-06,0.0027792097116130575,0.1557,0.0,0.003495669876344381,0.6393183132170511,0.20000259781483673,1.4021094908063323e-08,6.607707284682078e-06,1.1285904584215609e-06,1.5955821134413972e-07,9.839977172275908e-05,1.9072382220708705e-06,8.63559629103466e-05,1.1673793541989764e-10,3.870896493981415e-13,8.672288345617073e-10,0.001774502572710957,3.731179433968436e-11,1.2201933652336237e-05,5.229281476206103e-24,6.380764673312515e-15,2.0013959091799526e-07,2.1227493654044444e-12,5.471736231450148e-25,1.711114913992514e-07,0.002809760843010334,2.0424597322150671e-13,2.160453151799247e-08,7.019391047192457e-18,6.4492554877820946e-06,3.2700781499286097e-07,1.988636086836366e-18,3.901708646319603e-12,4.980481571295268e-13,5.292186895732121e-15,3.9439710917631815e-09,8.78260173839891e-16,7.249088464767081e-15,9.1614204349687e-17,1.148269756266107e-15,4.1403035327917023e-17,8.103840596325906e-14,1.7186180960920582e-16,2.104671244775233e-09,6.584053483296496e-15,2.621634981773688e-21
9.164110017761664e-06,0.0027792097116130575,0.1557,0.0,0.0034956785017205023,0.639315631168586,0.2000012737258893,1.4270167386702061e-08,6.68817405812421e-06,1.1372042102527243e-06,1.6151200591929517e-07,9.959103632097448e-05,1.9295697734360827e-06,8.635599489219139e-05,1.1675413443209447e-10,3.871593528063685e-13,8.771014130769533e-10,0.001774495205227602,3.758946596245754e-11,1.220221744156228e-05,5.272178297552384e-24,6.446619592099986e-15,2.001634961541778e-07,2.1230592748589217e-12,5.568535976479961e-25,1.725093738571178e-07,0.0028097559885790747,2.0674753073450047e-13,2.186579755586019e-08,7.030773553878011e-18,6.530324877514578e-06,3.285533317459444e-07,2.0281769684558484e-18,3.99155321546485e-12,4.981329593793899e-13,5.35321188580029e-15,3.9669397949135646e-09,8.779949491727005e-16,7.246914341736541e-15,9.22966525805164e-17,1.1617175344178488e-15,4.1643829998953525e-17,8.273634028384515e-14,1.7407789754224547e-16,2.1466969279620774e-09,6.749612194691716e-15,2.6874975959500973e-21
9.26827982474232e-06,0.0027792097116130575,0.1557,0.0,0.0034956871269571496,0.6393129491400734,0.19999994971545754,1.4521092780698003e-08,6.768655342459518e-06,1.145730768980131e-06,1.6346615816420436e-07,0.00010078233051234069,1.9518816010807734e-06,8.635602686968834e-05,1.1677032292287245e-10,3.872289972666286e-13,8.869758095934291e-10,0.0017744878382935493,3.786689625237443e-11,1.2202500368399381e-05,5.315038178619188e-24,6.512486699588806e-15,2.0018738254391702e-07,2.1233688543988146e-12,5.666097424346261e-25,1.7390728880935672e-07,0.0028097511340659837,2.0924955867488013e-13,2.212707246145149e-08,7.042153510506502e-18,6.611410831471189e-06,3.300991212378912e-07,2.068112263871459e-18,4.082324767327204e-12,4.98217589637089e-13,5.414183551587798e-15,3.989553620397534e-09,8.777298529411341e-16,7.244741270204575e-15,9.297850369531756e-17,1.175153503969415e-15,4.1880907900827824e-17,8.445204201608546e-14,1.7629615047037565e-16,2.18896451342523e-09,6.917353967717475e-15,2.754228533043274e-21
9.372449631722975e-06,0.0027792097116130575,0.1557,0.0,0.003495695752056098,0.6393102671310125,0.19999862578282843,1.4773869506008743e-08,6.849151125496894e-06,1.1541710194979881e-06,1.654206676511323e-07,0.00010197365410567314,1.974173720507612e-06,8.63560588428578e-05,1.1678650098253548e-10,3.8729858331071084e-13,8.968520227087262e-10,0.0017744804719035654,3.81440854150708e-11,1.2202782440734157e-05,5.357861149267174e-24,6.578365983398755e-15,2.0021125024960793e-07,2.123678106991383e-12,5.764418206419769e-25,1.7530523611275433e-07,0.0028097462794702834,2.117520564975359e-13,2.2388356192976535e-08,7.053530969723054e-18,6.692513333421139e-06,3.3164518355067664e-07,2.1084407372264553e-18,4.174020340120422e-12,4.983020499649239e-13,5.475101934816343e-15,4.011818240667509e-09,8.774648856182026e-16,7.242569254079801e-15,9.365975820294257e-17,1.1885776741655024e-15,4.211432843356638e-17,8.618545552794307e-14,1.7851653915341143e-16,2.2314702705062177e-09,7.0872832624245084e-15,2.821829583476549e-21
9.47661943870363e-06,0.0027792097116130575,0.1557,0.0,0.003495704377019095,0.6393075851409071,0.19999730192729587,1.5028495979942137e-08,6.929661395155213e-06,1.1625258377226099e-06,1.6737553395618927e-07,0.00010316500691148447,1.9964461472514924e-06,8.635609081171975e-05,1.1680266870047057e-10,3.873681114650151e-13,9.067300510330961e-10,0.0017744731060524658,3.842103365639027e-11,1.220306366637219e-05,5.4006472394100345e-24,6.644257431262094e-15,2.0023509943199946e-07,2.1239870355738352e-12,5.86349595778251e-25,1.7670321562526964e-07,0.002809741424791203,2.1425502366227615e-13,2.2649648709015875e-08,7.06490598337034e-18,6.773632367281558e-06,3.331915187647127e-07,2.1491611551143075e-18,4.2666369824704765e-12,4.983863423963973e-13,5.5359670772950295e-15,4.033739237413321e-09,8.7720004767004e-16,7.24039829721415e-15,9.43404166127508e-17,1.2019900542703015e-15,4.2344150046926297e-17,8.793652527383266e-14,1.8073903481637752e-16,2.2742105281605e-09,7.2594045334326e-15,2.890302535464339e-21
9.580789245684286e-06,0.0027792097116130575,0.1557,0.0,0.003495713001847861,0.639304903169267,0.19999597814816122,1.5284970621157703e-08,7.010186139462207e-06,1.1707960906834591e-06,1.6933075665929186e-07,0.00010435638874196711,2.0186988968790085e-06,8.635612277629365e-05,1.1681882616515788e-10,3.8743758225060933e-13,9.16609893189345e-10,0.0017744657407351124,3.869774118237994e-11,1.2203344053038888e-05,5.4433964790135204e-24,6.7101610310229735e-15,2.0025893025021092e-07,2.1242956430536487e-12,5.963328317692609e-25,1.781012272060222e-07,0.0028097365700279677,2.167584596337839e-13,2.2910949968518525e-08,7.07627860250113e-18,6.8547679171158025e-06,3.347381269588688e-07,2.190272286764669e-18,4.360171753373408e-12,4.98470468936637e-13,5.596779020919473e-15,4.055322103014756e-09,8.769353395559879e-16,7.238228403403532e-15,9.502047943460352e-17,1.215390653567216e-15,4.25704302556014e-17,8.970519580554504e-14,1.8296360914206681e-16,2.317181674003908e-09,7.433722229976382e-15,2.9596491750320587e-21
9.684959052664942e-06,0.0027792097116130575,0.1557,0.0,0.003495721626544094,0.6393022212156069,0.19999465444473266,1.554329184966797e-08,7.090725346553379e-06,1.178982636613269e-06,1.712863353441247e-07,0.00010554779941097647,2.0409319849879413e-06,8.635615473659871e-05,1.168349734641796e-10,3.8750699618328255e-13,9.264915478126962e-10,0.001774458375946416,3.8974208199286235e-11,1.2203623608380331e-05,5.486108898094502e-24,6.776076770636084e-15,2.00282742861749e-07,2.1246039323088648e-12,6.063912929997371e-25,1.794992707152812e-07,0.002809731715179809,2.1926236388156456e-13,2.317225993079775e-08,7.087648877390443e-18,6.935919967131826e-06,3.3628500821049134e-07,2.2317729042083e-18,4.454621722154359e-12,4.985544315628081e-13,5.657537807670201e-15,4.076572241970834e-09,8.766707617286645e-16,7.2360595763884e-15,9.5699947178851e-17,1.2287794813585344e-15,4.279322565418362e-17,9.149141178196908e-14,1.8519023426372586e-16,2.360380153374341e-09,7.61024079595031e-15,3.0298712860350657e-21
9.789128859645597e-06,0.0027792097116130575,0.1557,0.0,0.003495730251109464,0.6392995392794465,0.19999333081632534,1.580345808683986e-08,7.171279004670899e-06,1.18708632503725e-06,1.7324226959810252e-07,0.0001067392387340141,2.0631454272067374e-06,8.635618669265367e-05,1.1685111068422914e-10,3.8757635377359873e-13,9.363750135506605e-10,0.0017744510116813328,3.925043491355005e-11,1.220390233996408e-05,5.528784526720098e-24,6.842004638165282e-15,2.0030653742252434e-07,2.124911906188397e-12,6.1652474435005295e-25,1.8089734601445334e-07,0.0028097268602459585,2.2176673587989708e-13,2.3433578555526057e-08,7.099016857547565e-18,7.0170885016805315e-06,3.3783216259542526e-07,2.273661782423333e-18,4.5499839684276545e-12,4.986382322245217e-13,5.718243479610993e-15,4.0974949723062355e-09,8.764063146340467e-16,7.233891819854458e-15,9.63788203563186e-17,1.242156546965115e-15,4.301259193188521e-17,9.329511797773645e-14,1.8741888275786275e-16,2.4038024684084747e-09,7.788964669952726e-15,3.10097065017719e-21
