Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CH3X(53),CH4(39),H(23)
1.8289647273309978e-07,0.0027792097116130575,0.0915567593028733,0.0,0.000420126787870897,0.4515382655250387,5.880848110176291e-37,0.45302543144682655,5.034296858353997e-17,7.567623471301924e-22,3.782059272800304e-16,-1.936284442087385e-19,3.129635069076037e-31,8.725661189492096e-06,2.6288255774198176e-12,7.579844073781004e-25,5.990335056477405e-21,2.628874924844741e-12,5.664357153724957e-11,1.0094953622165104e-18,5.719250846865022e-22,2.5541543821583542e-20,1.9293264646671347e-19,1.932728013325574e-24,3.172494204846793e-32,-9.523590104648356e-21,0.0038751808349314974,4.622930871892659e-13,9.055505266664486e-22,2.0125859991558822e-26,8.0380685203757275e-19,1.4770436899628817e-23,7.279228618638083e-28,7.558176186327329e-28,7.408020735060614e-25,9.950065438170643e-22
1.8349533066692152e-07,0.0027792097116130575,0.0915567593028733,0.0,0.00042004765172022195,0.45153826636995953,5.902492148916784e-37,0.4530253910338397,5.036405014951771e-17,7.593345169262155e-22,3.7836683533484005e-16,-1.9302234930786407e-19,3.129739721142489e-31,8.72397134613749e-06,2.6378839741486728e-12,7.579800454691702e-25,5.988470847416907e-21,2.6379333377059774e-12,5.662394463340621e-11,1.0144628615977774e-18,5.717476054215591e-22,2.5536620293782363e-20,1.922711060020581e-19,1.926062201091065e-24,3.173229208500351e-32,-9.493791007381853e-21,0.0038752212479288696,4.630898520312832e-13,9.084996622783627e-22,2.018837072073203e-26,8.043501437480532e-19,1.4718343664502618e-23,7.300443727730697e-28,7.532337491149004e-28,7.4364368597613115e-25,9.958633231528319e-22
1.8409418860074327e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004199698362488376,0.45153826720078444,5.924145392384152e-37,0.4530253512952883,5.038512361880257e-17,7.619159184645627e-22,3.785276809807488e-16,-1.9241845049527943e-19,3.129844527514402e-31,8.722309694593355e-06,2.6469424643428193e-12,7.579910713973989e-25,5.986643107298236e-21,2.646991844009002e-12,5.660465440752145e-11,1.0194451224870892e-18,5.7157316247416035e-22,2.5531778897000815e-20,1.9161254035093932e-19,1.9194938016599124e-24,3.173973426152158e-32,-9.464099871525864e-21,0.003875260986490522,4.638864680359414e-13,9.114505207547916e-22,2.025096594083074e-26,8.048933547485234e-19,1.466646538008453e-23,7.321704160724259e-28,7.506585515738236e-28,7.464750134566396e-25,9.967181119322964e-22
1.8469304653456501e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004198933191835786,0.45153826801775115,5.9458078370377575e-37,0.4530253122197982,5.040618912835953e-17,7.645065769929479e-22,3.7868846526842306e-16,-1.9181673566852853e-19,3.129949491238037e-31,8.720675759713055e-06,2.656001046439073e-12,7.579883825571102e-25,5.984851222981448e-21,2.6560504421907486e-12,5.658569490406509e-11,1.024442161291108e-18,5.714017023507078e-22,2.5527018247281033e-20,1.9095693616169802e-19,1.9129025944384885e-24,3.1747267069897283e-32,-9.434516102170277e-21,0.003875300061990615,4.646829376869198e-13,9.144030824625316e-22,2.0313644748688645e-26,8.054364892361957e-19,1.461480142113619e-23,7.34300939637962e-28,7.480804935499785e-28,7.4929612401250715e-25,9.975709179627952e-22
1.8529190446838676e-07,0.0027792097116130575,0.0915567593028733,0.0,0.00041981807863457473,0.45153826882109294,5.967479479396549e-37,0.4530252737961908,5.042724681276803e-17,7.671065176448586e-22,3.7884918923041593e-16,-1.9121719272127786e-19,3.1300546040520096e-31,8.719069074516871e-06,2.6650597189005957e-12,7.579949171682633e-25,5.983094570020974e-21,2.665109130714501e-12,5.6567060278183665e-11,1.0294539942153203e-18,5.712331725467727e-22,2.5522336984443522e-20,1.9030427992228209e-19,1.9063401433679715e-24,3.1754889027132374e-32,-9.40503910421296e-21,0.003875338485607575,4.654792634260166e-13,9.173573279542692e-22,2.0376406250806232e-26,8.059795513372999e-19,1.4563351159040894e-23,7.364358919689254e-28,7.455198470071343e-28,7.521070533390614e-25,9.984217489669635e-22
1.858907624022085e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004197440930884038,0.4515382696110393,5.989160316038044e-37,0.45302523601348,5.044829680430309e-17,7.697157654408746e-22,3.790098538814927e-16,-1.9061980978037025e-19,3.1301598708992466e-31,8.717489180046432e-06,2.6741184802164435e-12,7.580117793692902e-25,5.981372547456384e-21,2.6741679080694297e-12,5.654874479349377e-11,1.034480637266682e-18,5.710675215274094e-22,2.5517733771663738e-20,1.896545583886969e-19,1.8998497186281358e-24,3.1762598674922034e-32,-9.375668294016527e-21,0.0038753762683275965,4.662754476538715e-13,9.203132379676041e-22,2.043924956326065e-26,8.065225451083202e-19,1.4512113992072648e-23,7.385752221798873e-28,7.429793376794888e-28,7.549078542750666e-25,9.992706125842143e-22
1.8648962033603025e-07,0.0027792097116130575,0.0915567593028733,0.0,0.000419671341401374,0.451538270387816,6.010850343597325e-37,0.4530251988608685,5.046933923298648e-17,7.723343452899687e-22,3.791704602189483e-16,-1.9002457501920725e-19,3.1302652926088154e-31,8.715935625221872e-06,2.683177328901123e-12,7.5801965318862125e-25,5.9796845661724275e-21,2.6832267727701556e-12,5.653074281992311e-11,1.0395221062554578e-18,5.709046987079301e-22,2.5513207295056432e-20,1.89007758507583e-19,1.893347761417251e-24,3.177039457922932e-32,-9.346403090231769e-21,0.0038754134209480675,4.670714927306726e-13,9.23270793424059e-22,2.0502173811616243e-26,8.070654745372081e-19,1.44610893233322e-23,7.407188799930184e-28,7.404438543225558e-28,7.576985970731212e-25,1.0001175163721993e-21
1.87088478269852e-07,0.0027792097116130575,0.0915567593028733,0.0,0.00041959980279293553,0.4515382711516445,6.032549558766038e-37,0.45302516232774426,5.049037422658469e-17,7.74962281990793e-22,3.793310092229203e-16,-1.8943147664913527e-19,3.1303708632601773e-31,8.714407966701713e-06,2.692236263494149e-12,7.580359120200752e-25,5.978030034294958e-21,2.6922857233563073e-12,5.651304883159835e-11,1.0445784167973028e-18,5.70744654435142e-22,2.550875626326794e-20,1.883638671489464e-19,1.886881896005418e-24,3.1778275329867654e-32,-9.317242913374126e-21,0.003875449954080938,4.678674009768508e-13,9.262299754280774e-22,2.0565178130835907e-26,8.076083435445731e-19,1.4410276557137148e-23,7.428668157304977e-28,7.379153333989121e-28,7.604793344261746e-25,1.0009624678082346e-21
1.8768733620367374e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004195294568392158,0.4515382719027426,6.054257958291425e-37,0.4530251264036775,5.0511401910675834e-17,7.775996002329481e-22,3.794915018566948e-16,-1.8884050307558364e-19,3.1304765869757444e-31,8.712905768745408e-06,2.7012952825596217e-12,7.580593698504452e-25,5.976408385034226e-21,2.7013447583920953e-12,5.649565740477871e-11,1.0496495843156916e-18,5.705873399689277e-22,2.55043794070763e-20,1.877228714294229e-19,1.880471192351994e-24,3.1786239540090856e-32,-9.288187193501541e-21,0.003875485878156014,4.686631746737632e-13,9.29190765266007e-22,2.0628261665193208e-26,8.08151155984851e-19,1.4359675119302508e-23,7.450189803070424e-28,7.3540387857188985e-28,7.632501104718223e-25,1.001805474290702e-21
1.8828619413749548e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004194602834666781,0.45153827264132473,6.075975538975376e-37,0.4530250910784174,5.053242240869912e-17,7.8024632459823815e-22,3.7965193906700717e-16,-1.8825164274818916e-19,3.1305824634339516e-31,8.711428603078435e-06,2.7103543846858013e-12,7.580771479409064e-25,5.974819059224952e-21,2.7104038764658865e-12,5.647856321583402e-11,1.054735624043768e-18,5.704327074642487e-22,2.5500075478998654e-20,1.8708475860245143e-19,1.8740585593479927e-24,3.1794285846190544e-32,-9.259235362844633e-21,0.0038755212034242066,4.694588160643633e-13,9.321531444050725e-22,2.069142356818514e-26,8.086939156474504e-19,1.4309284438833347e-23,7.471753252225527e-28,7.329053389686661e-28,7.660109831823412e-25,1.0026465431404206e-21
1.8888505207131723e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004193922629459,0.45153827336760105,6.097702297673472e-37,0.4530250563418886,5.055343584196402e-17,7.8290247956190995e-22,3.7981232178433654e-16,-1.8766488417836914e-19,3.1306884885971133e-31,8.709976048760001e-06,2.7194135684846938e-12,7.581023583814035e-25,5.973261496457822e-21,2.7194630761897943e-12,5.6461761039266516e-11,1.0598365510264421e-18,5.702807099535567e-22,2.5495843252906295e-20,1.8644951590259304e-19,1.8676846323829693e-24,3.1802412907101077e-32,-9.23038685667085e-21,0.003875555939960699,4.702543273538596e-13,9.351170944923395e-22,2.0754663002445936e-26,8.092366262578794e-19,1.4259103948323287e-23,7.493358025548884e-28,7.304135333428119e-28,7.687620120918969e-25,1.0034856816019953e-21
1.8948391000513897e-07,0.0027792097116130575,0.0915567593028733,0.0,0.00041932537588546844,0.4515382740817786,6.119438231294083e-37,0.4530250221841887,5.05744423297056e-17,7.855680894938773e-22,3.7997265092319544e-16,-1.8708021603727202e-19,3.13079466577673e-31,8.708547692053182e-06,2.728472832591643e-12,7.5813282348425595e-25,5.971735158522351e-21,2.728522356199267e-12,5.644524574577493e-11,1.064952380122648e-18,5.701313013295475e-22,2.54916815236468e-20,1.8581713078102802e-19,1.861354795777565e-24,3.1810619404011523e-32,-9.201641118101061e-21,0.0038755900976680684,4.71049710710362e-13,9.380825973536593e-22,2.0817979139661107e-26,8.09779291478849e-19,1.4209133096945508e-23,7.515003649527371e-28,7.279329781603506e-28,7.715032456600853e-25,1.004322896845135e-21
1.9008276793896072e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004192596032259909,0.45153827478406067,6.1411833367974505e-37,0.4530249885955846,5.05954419891266e-17,7.882431786599311e-22,3.8013292738241273e-16,-1.8649762704042504e-19,3.1309009939764664e-31,8.70714312629753e-06,2.7375321756649357e-12,7.581599199249659e-25,5.97023951502159e-21,2.737581715152694e-12,5.642901230036034e-11,1.0700831260071698e-18,5.699844363283038e-22,2.548758910667335e-20,1.8518759079287e-19,1.855030668042428e-24,3.1818904039984694e-32,-9.172997592437331e-21,0.0038756236862793458,4.718449682655178e-13,9.410496349926154e-22,2.08813711604827e-26,8.103219149113592e-19,1.4159371336143038e-23,7.5366896562861925e-28,7.254667687337871e-28,7.742347333572676e-25,1.0051581959659487e-21
1.9068162587278246e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004191949262342183,0.4515382754746471,6.162937611194799e-37,0.4530249555665098,5.06164349354153e-17,7.9092777122293455e-22,3.802931520454129e-16,-1.8591710597955595e-19,3.13100747043742e-31,8.705761951784032e-06,2.746591596385403e-12,7.58193541540887e-25,5.968774036598481e-21,2.7466411517310054e-12,5.6413055760472446e-11,1.0752288031727108e-18,5.698400705128051e-22,2.5483564837680836e-20,1.8456088351503293e-19,1.8487454010742927e-24,3.182726553958315e-32,-9.14445572872773e-21,0.0038756567153610095,4.726401021151359e-13,9.440181895894484e-22,2.0944838254444822e-26,8.108645000957626e-19,1.4109818122258774e-23,7.558415583519711e-28,7.230107539961447e-28,7.769565314671197e-25,1.005991585988216e-21
1.912804838066042e-07,0.0027792097116130575,0.0915567593028733,0.0,0.00041913132649727897,0.4515382761537344,6.184701051547467e-37,0.45302492308756154,5.063742128179464e-17,7.93621891244004e-22,3.804533257804886e-16,-1.853386417815667e-19,3.131114097749995e-31,8.704403775632453e-06,2.755651093456038e-12,7.582312024837424e-25,5.967338211948777e-21,2.7557006646372962e-12,5.639737127419549e-11,1.0803894259320219e-18,5.696981602567703e-22,2.547960757224893e-20,1.8393699671453211e-19,1.842497024283184e-24,3.1835702648501833e-32,-9.116014982666297e-21,0.00387568919431594,4.73435114319799e-13,9.469882434999828e-22,2.100837961988031e-26,8.114070505128094e-19,1.406047292454925e-23,7.580180974423742e-28,7.205637533776548e-28,7.796686929369964e-25,1.0068230738646297e-21
1.9187934174042595e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004190687859170194,0.4515382768215156,6.206473654966049e-37,0.4530248911494975,5.065840113955837e-17,7.963255626836764e-22,3.8061344944106864e-16,-1.8476222341972296e-19,3.131220874638679e-31,8.703068211670957e-06,2.764710665601616e-12,7.582671074714773e-25,5.9659315372995734e-21,2.7647602525964373e-12,5.638195407847295e-11,1.0855650084197173e-18,5.695586627288606e-22,2.5475716185491737e-20,1.8331591824339483e-19,1.836260182521864e-24,3.1844214133207527e-32,-9.087674812225966e-21,0.003875721132386303,4.742300069054668e-13,9.499597792545347e-22,2.1071994463837646e-26,8.11949569584675e-19,1.401133521406369e-23,7.601985377628432e-28,7.181289523554082e-28,7.8237126595125e-25,1.007652666478021e-21
1.924781996742477e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004190072867044518,0.4515382774781805,6.228255418609548e-37,0.4530248597432335,5.067937461809246e-17,7.990388094030623e-22,3.8077352386598117e-16,-1.8418783994927222e-19,3.131327799242206e-31,8.701754880317935e-06,2.7737703115683228e-12,7.583087369425176e-25,5.96455351233743e-21,2.7738199143547113e-12,5.6366799497369914e-11,1.0907555645942934e-18,5.694215358772157e-22,2.5471889571713946e-20,1.8269763600078868e-19,1.830061168147366e-24,3.185279878058456e-32,-9.059434679410045e-21,0.003875752538656383,4.75024781864067e-13,9.52932779556818e-22,2.113568200199882e-26,8.124920606759651e-19,1.3962404467121857e-23,7.623828347132537e-28,7.157062428347155e-28,7.850643015836374e-25,1.008480370642554e-21
1.9307705760806944e-07,0.0027792097116130575,0.0915567593028733,0.0,0.00041894681137430564,0.4515382781239156,6.250046339684547e-37,0.45302482885984036,5.070034182492008e-17,8.017616551649858e-22,3.8093354987971154e-16,-1.8361548054180233e-19,3.1314348735156722e-31,8.700463408466082e-06,2.7828300301233893e-12,7.583536408743273e-25,5.963203651813015e-21,2.7828796486794414e-12,5.63519029403725e-11,1.0959611082401485e-18,5.692867384143084e-22,2.5468126644073456e-20,1.8208213805238838e-19,1.8238943978682876e-24,3.186145539758714e-32,-9.031294051941766e-21,0.003875783422055373,4.758194411540771e-13,9.559072272828428e-22,2.1199441458597805e-26,8.130345270947062e-19,1.3913680170085234e-23,7.645709442238418e-28,7.1329328674697465e-28,7.877478527829274e-25,1.0093061931049013e-21
1.9367591554189118e-07,0.0027792097116130575,0.0915567593028733,0.0,0.00041888734273967914,0.4515382787589044,6.271846415444405e-37,0.4530247984905412,5.0721302865734116e-17,8.044941236351112e-22,3.8109352829265553e-16,-1.8304513441860428e-19,3.131542096094304e-31,8.699193429368591e-06,2.791889820054731e-12,7.583979132148667e-25,5.961881477277227e-21,2.7919394543586364e-12,5.633725990072322e-11,1.101181652969375e-18,5.691542298021326e-22,2.5464426334250145e-20,1.8146941253922669e-19,1.817743477096168e-24,3.187018281089772e-32,-9.003252399987552e-21,0.0038758137913600995,4.766139867010949e-13,9.58883105479801e-22,2.1263272066339735e-26,8.135769720933159e-19,1.3865161810908486e-23,7.667628227488206e-28,7.108906947915532e-28,7.904219691676397e-25,1.010130140545398e-21
1.9427477347571293e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004188288639067913,0.4515382793833269,6.293655643188447e-37,0.453024768626709,5.074225784442011e-17,8.072362383830553e-22,3.812534599013679e-16,-1.824767908845426e-19,3.1316494657393413e-31,8.697944582527484e-06,2.800949680170597e-12,7.584472297217996e-25,5.960586515215948e-21,2.800999330200633e-12,5.6322865953791706e-11,1.1064172122237287e-18,5.690239702376984e-22,2.546078759212087e-20,1.8085944766537352e-19,1.811628859368084e-24,3.1878979866591616e-32,-8.975309197822555e-21,0.003875843655197704,4.774084203983993e-13,9.618603973649494e-22,2.1327173066320554e-26,8.141193988695563e-19,1.381684888275225e-23,7.689584272600734e-28,7.084998900063787e-28,7.930866991641107e-25,1.010952219579169e-21
1.9487363140953467e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004187713582698318,0.4515382799973607,6.315474020261184e-37,0.4530247392598634,5.076320686309715e-17,8.099880228834878e-22,3.8141334548880584e-16,-1.8191043934609587e-19,3.1317569838914085e-31,8.696716513583989e-06,2.810009609299219e-12,7.584993351952668e-25,5.9593183052139505e-21,2.8100592750337567e-12,5.630871675547973e-11,1.1116677992765537e-18,5.688959206388292e-22,2.5457209385440448e-20,1.8025223178101376e-19,1.805543506874196e-24,3.188784542980757e-32,-8.947463924717772e-21,0.0038758730220482722,4.78202744107502e-13,9.648390863244924e-22,2.1391143707947595e-26,8.146618105674698e-19,1.376874088659102e-23,7.7115771524095425e-28,7.061199644080325e-28,7.957420931856698e-25,1.0117724367572391e-21
1.9547248934335642e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004187148095059046,0.4515382806011795,6.3373015440515435e-37,0.4530247103816692,5.0784150022148054e-17,8.127495005172193e-22,3.8157318582456906e-16,-1.8134606926210347e-19,3.1318646492108716e-31,8.695508874210948e-06,2.819069606288479e-12,7.58551592005417e-25,5.958076393135751e-21,2.819119287705974e-12,5.629480804065995e-11,1.1169334272345515e-18,5.687700426302659e-22,2.5453690699528532e-20,1.7964775330637616e-19,1.7994771223165023e-24,3.189677838442421e-32,-8.919716062518158e-21,0.00387590190024742,4.789969596586881e-13,9.678191559124412e-22,2.1455183248860524e-26,8.152042102782989e-19,1.3720837324864493e-23,7.733606446801653e-28,7.037500433419548e-28,7.983882012468107e-25,1.0125907985676193e-21
1.9607134727717816e-07,0.0027792097116130575,0.0915567593028733,0.0,0.00041865920157006727,0.4515382811949548,6.359138211992107e-37,0.4530246819839324,5.080508742024308e-17,8.155206945722755e-22,3.8173298166513346e-16,-1.8078367017451526e-19,3.1319724608795006e-31,8.69432132200722e-06,2.8281296700055665e-12,7.5860832595865365e-25,5.9568603304576e-21,2.8281793670845603e-12,5.628113562164746e-11,1.1222141090396866e-18,5.686462985300568e-22,2.5450230536962188e-20,1.7904600073456468e-19,1.7934453939103074e-24,3.1905777632742287e-32,-8.892065097154686e-21,0.0038759302979888195,4.797910688515482e-13,9.70800589849487e-22,2.151929095485317e-26,8.157466010413879e-19,1.3673137704886587e-23,7.755671740657384e-28,7.013909297053057e-28,8.010250713256936e-25,1.0134073114363736e-21
1.966702052109999e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004186045186904602,0.45153828177885486,6.38098402155837e-37,0.45302465405859893,5.082601915437706e-17,8.18301628244959e-22,3.81892733754083e-16,-1.8022323171549666e-19,3.1320804199243697e-31,8.693153520394015e-06,2.8371897993366543e-12,7.5866753715364115e-25,5.9556696802348504e-21,2.837239512055772e-12,5.6267695386703425e-11,1.1275098574710369e-18,5.685246513362337e-22,2.5446827917274277e-20,1.7844696268780348e-19,1.7874410292100522e-24,3.19148420951726e-32,-8.864510518993754e-21,0.003875958223326693,4.805850734555015e-13,9.737833720218567e-22,2.1583466099795692e-26,8.162889858450693e-19,1.3625641540072446e-23,7.777772623790833e-28,6.99042954138151e-28,8.036527515397893e-25,1.0142219817286667e-21
1.9726906314482165e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004185507453635266,0.45153828235304505,6.402838970268011e-37,0.4530246265977515,5.0846945319897597e-17,8.210923246408999e-22,3.8205244282233485e-16,-1.7966474357143896e-19,3.132188525090182e-31,8.69200513851314e-06,2.846249993186572e-12,7.58727443403889e-25,5.954504011532751e-21,2.8462997215245235e-12,5.6254483298570166e-11,1.132820685146531e-18,5.684050647137675e-22,2.5443481876657203e-20,1.7785062785544035e-19,1.7814578343711343e-24,3.192397070992937e-32,-8.837051821067483e-21,0.0038759856841782494,4.813789752103086e-13,9.767674864801704e-22,2.1647707965557757e-26,8.168313676275341e-19,1.3578348345213542e-23,7.799908690891423e-28,6.96705353586813e-28,8.062712907505595e-25,1.015034815749785e-21
1.978679210786434e-07,0.0027792097116130575,0.0915567593028733,0.0,0.00041849786634931953,0.4515382829176879,6.424703055680168e-37,0.4530245995936076,5.0867866010529165e-17,8.238928067760938e-22,3.82212109588362e-16,-1.7910819550961405e-19,3.1322967758420943e-31,8.690875851127118e-06,2.855310250478494e-12,7.587913587957934e-25,5.953362899321793e-21,2.8553599944140696e-12,5.6241495393036795e-11,1.1381466045247916e-18,5.682875029817973e-22,2.5440191467672245e-20,1.77256985004743e-19,1.7755077088221052e-24,3.1933162432729186e-32,-8.809688500384422e-21,0.0038760126883260826,4.821727758265753e-13,9.797529174382877e-22,2.1712015841931836e-26,8.173737492776868e-19,1.353125763951352e-23,7.822079541466032e-28,6.943780092263838e-28,8.088807368347971e-25,1.0158458197461493e-21
1.9846677901246514e-07,0.0027792097116130575,0.0915567593028733,0.0,0.000418445866666897,0.45153828347294334,6.446576275394738e-37,0.45302457303851684,5.0888781318406884e-17,8.267030975779276e-22,3.823717347584109e-16,-1.78553577379121e-19,3.132405172882753e-31,8.689765338521134e-06,2.8643705701536237e-12,7.5885754761918965e-25,5.952245928867885e-21,2.8644203296656923e-12,5.622872777753481e-11,1.1434876279069185e-18,5.681719311011195e-22,2.5436955758964112e-20,1.7666602301864024e-19,1.769583734280158e-24,3.194241623649521e-32,-8.782420057976136e-21,0.0038760392434205233,4.829664769862504e-13,9.827396492721593e-22,2.1776389026557622e-26,8.179161336359841e-19,1.348436894694763e-23,7.844284779782215e-28,6.920614240864928e-28,8.11481136725866e-25,1.016654999906297e-21
1.9906563694628689e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004183947315897987,0.45153828401896867,6.468458627051685e-37,0.45302454692495897,5.090969133410321e-17,8.295232198861935e-22,3.825313190267155e-16,-1.780008790843276e-19,3.1325137150663087e-31,8.688673286406756e-06,2.8734309511708862e-12,7.589248073208556e-25,5.951152691258728e-21,2.8734807262383964e-12,5.6216176629763e-11,1.148843767438191e-18,5.680583146619441e-22,2.543377383498075e-20,1.7607773084543677e-19,1.7636824436017983e-24,3.1951731111066615e-32,-8.755245997591237e-21,0.0038760653569819485,4.837600803431101e-13,9.857276665186658e-22,2.1840826824846565e-26,8.184585234952594e-19,1.3437681792781798e-23,7.866524014811879e-28,6.897554575326649e-28,8.140725376663519e-25,1.0174623623618534e-21
1.9966449488010863e-07,0.0027792097116130575,0.0915567593028733,0.0,0.00041834444664160913,0.4515382845559182,6.490350108330354e-37,0.4530245212455411,5.09305961466516e-17,8.323531964540915e-22,3.8269086307570764e-16,-1.7745009060744145e-19,3.1326224020445573e-31,8.687599385827463e-06,2.882491392506631e-12,7.589956910851325e-25,5.9500827835968385e-21,2.8825411831086094e-12,5.620383819634095e-11,1.1542150351098512e-18,5.679466198719005e-22,2.5430644795698284e-20,1.7549209751337557e-19,1.7578127757928914e-24,3.196110606291326e-32,-8.728165826805307e-21,0.0038760910364030446,4.845535875232378e-13,9.887169538744607e-22,2.1905328549907524e-26,8.19000921601532e-19,1.339119570618826e-23,7.888796860176147e-28,6.87459697345649e-28,8.166549868462971e-25,1.0182679131884817e-21
2.0086221074775215e-07,0.0027792097116130575,0.0915567593028733,0.0,0.00041824637045065403,0.4515382856031947,6.534160450663162e-37,0.4530244711601803,5.0972390510924316e-17,8.380428029545341e-22,3.8300983318769163e-16,-1.7635420334355973e-19,3.132840205188144e-31,8.685504829556961e-06,2.90061245212432e-12,7.591433650687829e-25,5.948011388021919e-21,2.9006622737326115e-12,5.617978479581522e-11,1.165003002079219e-18,5.677288630872018e-22,2.5424541847178843e-20,1.7432876391576337e-19,1.746148927429545e-24,3.1980032305802924e-32,-8.674285199442269e-21,0.0038761411217697705,4.861403197219567e-13,9.946992784929592e-22,2.2034521070847234e-26,8.200857533097978e-19,1.329882486266354e-23,7.933441859324181e-28,6.828992046178805e-28,8.21793215046567e-25,1.0198736039833155e-21
2.019401550286313e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004181608690594606,0.4515382865162012,6.573620959571082e-37,0.4530244274964879,5.1009988506684085e-17,8.431973768948611e-22,3.832967753501389e-16,-1.7537433728656144e-19,3.1330367206730465e-31,8.683678813636355e-06,2.9169216021465585e-12,7.5928386626428065e-25,5.946223034899489e-21,2.916971451589545e-12,5.615882792960395e-11,1.1747640277942346e-18,5.675391272473051e-22,2.5419221338639912e-20,1.7329074863779525e-19,1.7357414704387533e-24,3.199726175229169e-32,-8.626108866157544e-21,0.0038761847854667823,4.875680655386893e-13,1.000087564130725e-21,2.2151006233371117e-26,8.210621566693454e-19,1.3216374089230605e-23,7.973733523030383e-28,6.788302722250671e-28,8.263874676681398e-25,1.0213125897655263e-21
2.0301809930951046e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004180779079248436,0.45153828740208773,6.613111014093012e-37,0.45302438513004356,5.104757096147836e-17,8.483842286400359e-22,3.835835972971467e-16,-1.7440050636725318e-19,3.1332337035864205e-31,8.681907037865142e-06,2.933230932446447e-12,7.594348397250934e-25,5.9445043351454076e-21,2.9332808096573105e-12,5.613850489885871e-11,1.1845742483109842e-18,5.673551190149536e-22,2.541405886105326e-20,1.7226118126632328e-19,1.725431810617088e-24,3.2014671128767643e-32,-8.578229230595935e-21,0.0038762271519151154,4.889955238147654e-13,1.0054797341047098e-21,2.2267688180166642e-26,8.220386273981605e-19,1.3134567579423709e-23,8.014128282060135e-28,6.747943782158635e-28,8.309534298928932e-25,1.0227457978975543e-21
2.0409604359038961e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004179974111053956,0.4515382882616646,6.652630602033348e-37,0.4530243440220662,5.108513834243393e-17,8.536034878837352e-22,3.838703026082058e-16,-1.7343265458135927e-19,3.133431153604439e-31,8.680187881359865e-06,2.949540437646227e-12,7.5958734479615595e-25,5.942853188950518e-21,2.9495903425585503e-12,5.611879613836278e-11,1.1944337282149696e-18,5.671766621451207e-22,2.5409049692482594e-20,1.7124000080637095e-19,1.7151848085394523e-24,3.2032255206474485e-32,-8.5306435398904e-21,0.0038762682598959233,4.904227030922511e-13,1.0108757047887203e-21,2.2384563173966317e-26,8.23015179919862e-19,1.305340267961047e-23,8.054624044120685e-28,6.707913831648413e-28,8.354913636232058e-25,1.0241732619079292e-21
2.0517398787126877e-07,0.0027792097116130575,0.0915567593028733,0.0,0.0004179193049574949,0.45153828909571764,6.692179711559544e-37,0.4530243041349479,5.112269110255045e-17,8.588552834867482e-22,3.8415689475437887e-16,-1.7247072655528888e-19,3.133629066305542e-31,8.67851977224428e-06,2.9658501125287756e-12,7.5974651888889495e-25,5.941267558133777e-21,2.9659000450765327e-12,5.609968270822767e-11,1.20434253060712e-18,5.670035859994161e-22,2.5404189253725235e-20,1.7022714696949172e-19,1.705021158615334e-24,3.2050008910148957e-32,-8.483349072180913e-21,0.003876308147016965,4.918496116578847e-13,1.0162753941403663e-21,2.2501627552546495e-26,8.239918282263978e-19,1.2972876752581547e-23,8.09521876155531e-28,6.668212230117895e-28,8.400015276091407e-25,1.025595014807491e-21
2.0625193215214793e-07,0.0027792097116130575,0.0915567593028733,0.0,0.00041784351806413325,0.45153828990500927,6.731758331191096e-37,0.4530242654322183,5.1160229681148724e-17,8.641397434940843e-22,3.8444337710166727e-16,-1.7151466757051167e-19,3.1338274390866363e-31,8.676901186133453e-06,2.982159952032745e-12,7.599196818775666e-25,5.9397454650510814e-21,2.982209912150287e-12,5.608114627277079e-11,1.2143007171338734e-18,5.6683572535782275e-22,2.5399473103899066e-20,1.692225602458309e-19,1.6949684012348664e-24,3.206792731342143e-32,-8.43634313781336e-21,0.0038763468497489467,4.932762575508033e-13,1.0216787216798397e-21,2.2618877727453977e-26,8.249685858910758e-19,1.2892987180803422e-23,8.135910430436014e-28,6.628833805223254e-28,8.444841780838965e-25,1.0270110891045185e-21
