Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387),SX(190),SX(495),SX(318),SX(533),SX(213),S(309),C2H4O3(79),SX(386),SX(390),SX(718),SX(572),S(233),SX(1093),SX(1139),SX(217),SX(923)
0.019961437198020855,0.0028733546784512542,0.0915567593028733,0.0,0.005414707277554219,0.4485485282878756,5.370198771740408e-07,0.45689866941171564,1.939747773990628e-06,9.122890896585616e-12,6.467102387249279e-07,1.0840234917398221e-07,1.0888655598014827e-15,0.00010309365824670012,4.719106562637346e-10,5.047059386814149e-17,3.1336502470071803e-10,4.2716204033621764e-09,9.128509394386482e-10,5.996744172055883e-11,1.9489330256230624e-22,5.1434308864475434e-14,5.7803277149511686e-12,5.4293675027201386e-17,3.2178966034127177e-24,1.405405090093882e-10,0.002938458691517928,1.0623420467728676e-12,3.499702198386739e-11,1.6345368043625864e-19,6.282522611077566e-07,1.6977260077568647e-08,3.920947333690192e-18,1.469803280354406e-12,1.975451713881866e-23,6.508800172040733e-24,2.008393039000881e-19,6.02069344364966e-21,6.617221103395508e-20,7.447747264584975e-26,1.1657687351580716e-24,2.2594198541310827e-26,1.12490483769063e-13,1.7495342197256792e-22,3.7722027958191e-15,1.3550977987172084e-17,9.892846716359535e-24,3.9028730170511873e-16,1.1475893463449022e-23,2.008445538934166e-24,1.8555861714333368e-24,3.0430391123105293e-20,4.17855304464688e-25,7.031615884490878e-27,8.28996458268058e-25,3.3622081183143754e-16,2.634801474603647e-18,5.5538006746003e-31,2.0480403221663957e-32,1.3495829749802046e-18,6.301957387732889e-11,1.849274219138033e-12,1.8441165207335734e-22,2.393704764560322e-27,7.875336477970691e-24
0.020093582876530954,0.0028733546784512542,0.0915567593028733,0.0,0.00541470727319123,0.4485485029988216,5.413621158781811e-07,0.4568986597585404,1.954656954616807e-06,9.123364231869704e-12,6.467149304776184e-07,1.0840982776046687e-07,1.0889923846303466e-15,0.00010309365525743285,4.719164950058783e-10,5.0475290513192236e-17,3.157735376071414e-10,4.3061594723812775e-09,9.128509194647071e-10,5.997051033921174e-11,1.9489329399750391e-22,5.1434664262216116e-14,5.780700752019538e-12,5.429717553532366e-17,3.2179199385408922e-24,1.4055019683839305e-10,0.0029384585234806526,1.0623497529954697e-12,3.4999437346235315e-11,1.6477828728225342e-19,6.333769675580947e-07,1.711566499324899e-08,3.9209758197243925e-18,1.4698139586854104e-12,1.991608056256852e-23,6.509558442317451e-24,2.020798812395976e-19,6.0210011223088005e-21,6.617559453378562e-20,7.451100085154934e-26,1.165904516297003e-24,2.2670629495152437e-26,1.1249129798804299e-13,1.7674937513477754e-22,3.810932486710292e-15,1.3572568355631218e-17,9.908616566482099e-24,3.9034133312826554e-16,1.147748247744135e-23,2.0248246640319916e-24,1.855948524416514e-24,3.0499979777773785e-20,4.179131520688682e-25,7.032555006798448e-27,8.291507401856186e-25,3.3624638755042404e-16,2.635001974175125e-18,5.554834427044738e-31,2.0484215325888362e-32,1.3609841864293993e-18,6.35538281702259e-11,1.864895573048433e-12,1.859694234065577e-22,2.413925010432171e-27,7.941760971813758e-24
0.020225728555041053,0.0028733546784512542,0.0915567593028733,0.0,0.005414707268825108,0.4485484777093535,5.457042807579913e-07,0.45689865010557074,1.96956654261175e-06,9.123829794156018e-12,6.467193488577491e-07,1.0841710949185874e-07,1.0891165847370654e-15,0.00010309365226805825,4.719219767816706e-10,5.047994505934283e-17,3.1818211631203087e-10,4.3406979540461915e-09,9.128508994906503e-10,5.997353031234934e-11,1.9489328532342185e-22,5.143499902248803e-14,5.781064833945602e-12,5.430059116380021e-17,3.2179419122279874e-24,1.4055962988572317e-10,0.0029384583554389653,1.0623570101520705e-12,3.500178915565232e-11,1.6610297766567513e-19,6.385020044263528e-07,1.7254078816457118e-08,3.92100264468518e-18,1.4698240120463152e-12,2.0077701121675658e-23,6.510301024230413e-24,2.0332081329500675e-19,6.0213039190844976e-21,6.617892437805167e-20,7.454435488902833e-26,1.1660374873369732e-24,2.2747094471967414e-26,1.1249206454326352e-13,1.785504129843707e-22,3.849771838500691e-15,1.359411721443979e-17,9.924356148865008e-24,3.9039394192536487e-16,1.1479029662404292e-23,2.041202048285455e-24,1.856304155830901e-24,3.056954111698084e-20,4.179694765592614e-25,7.033470525838632e-27,8.2930150452249e-25,3.362712154659619e-16,2.6351966134188582e-18,5.555844613771598e-31,2.0487940528289464e-32,1.3723861862746034e-18,6.408811981782735e-11,1.8805180060252137e-12,1.8752730222436967e-22,2.4341466518690695e-27,8.008190034378791e-24
0.020357874233551152,0.0028733546784512542,0.0915567593028733,0.0,0.005414707264456037,0.44854845241946256,5.500463651899366e-07,0.45689864045279477,1.9844765257643207e-06,9.12428802065608e-12,6.467235096264765e-07,1.0842420530424765e-07,1.0892383067420938e-15,0.00010309364927857883,4.719271212346679e-10,5.0484559878535525e-17,3.205907588430809e-10,4.375235795676593e-09,9.128508795164854e-10,5.997650437926574e-11,1.948932765463553e-22,5.1435314335135424e-14,5.781420459166537e-12,5.430392663642433e-17,3.217962602967193e-24,1.4056882230578848e-10,0.002938458187392907,1.062363844133344e-12,3.5004080942743436e-11,1.6742774962103486e-19,6.436273636919576e-07,1.7392501331465415e-08,3.9210279043408866e-18,1.4698334764694034e-12,2.023937957878002e-23,6.5110287941545034e-24,2.0456211214075983e-19,6.021602108884377e-21,6.61822035882031e-20,7.457754448968328e-26,1.1661678052538264e-24,2.2823595562373467e-26,1.1249278618275124e-13,1.803565343890624e-22,3.8887208266909475e-15,1.3615626960168435e-17,9.940067211990929e-24,3.9044520704828206e-16,1.1480537339737729e-23,2.0575777859314615e-24,1.856653439202611e-24,3.063907839311526e-20,4.180243624645276e-25,7.034363752968742e-27,8.294489471321115e-25,3.3629533738396735e-16,2.635385719956347e-18,5.556832546884964e-31,2.0491583667431455e-32,1.3837889532548875e-18,6.462244779922385e-11,1.8961414889529146e-12,1.8908528562336635e-22,2.4543696511837347e-27,8.074623543377677e-24
0.02049001991206125,0.0028733546784512542,0.0915567593028733,0.0,0.005414707260084195,0.44854842712914,5.543883629195043e-07,0.45689863080020154,1.9993868925507927e-06,9.124739324152552e-12,6.467274276362975e-07,1.0843112553264304e-07,1.0893576891614435e-15,0.00010309364628899694,4.719319469422962e-10,5.048913721006955e-17,3.2299946333901556e-10,4.409772947527182e-09,9.1285085954222e-10,5.997943512597292e-11,1.9489326767223653e-22,5.143561132140584e-14,5.781768098654439e-12,5.430718641673568e-17,3.2179820847264178e-24,1.405777874750102e-10,0.0029384580193425177,1.0623702793373201e-12,3.500631604408008e-11,1.6875260129228826e-19,6.487530377806502e-07,1.7530932334551238e-08,3.921051688938628e-18,1.4698423859096272e-12,2.040111666702293e-23,6.5117425800229765e-24,2.0580378927623712e-19,6.0218959512328856e-21,6.618543501661676e-20,7.461057884916406e-26,1.166295618346572e-24,2.290013474688575e-26,1.1249346549610394e-13,1.821677383915512e-22,3.927779430560217e-15,1.3637099860055357e-17,9.95575140998459e-24,3.90495203121784e-16,1.1482007703613087e-23,2.0739519676396418e-24,1.8569967275967833e-24,3.070859468388902e-20,4.180778896805824e-25,7.035235927571152e-27,8.29593253104661e-25,3.363187927937372e-16,2.635569603254402e-18,5.55779946638137e-31,2.0495149315972018e-32,1.3951924673011e-18,6.515681115072128e-11,1.9117659943481497e-12,1.90643370862874e-22,2.4745939728014624e-27,8.141061383378138e-24
0.02062216559057135,0.0028733546784512542,0.0915567593028733,0.0,0.005414707255709744,0.448548401838378,5.58730268040854e-07,0.4568986211477806,2.0142976320964197e-06,9.125184094351779e-12,6.467311168834035e-07,1.084378799435181e-07,1.0894748628486405e-15,0.00010309364329931487,4.719364714726149e-10,5.0493679167952127e-17,3.254082280433794e-10,4.444309362625823e-09,9.128508395678605e-10,5.998232499370407e-11,1.9489325870665556e-22,5.143589103790244e-14,5.78210819740855e-12,5.431037472215735e-17,3.2180004272090307e-24,1.405865380339448e-10,0.0029384578512878347,1.0623763387553846e-12,3.5008497612686465e-11,1.700775309268052e-19,6.53879019539913e-07,1.766937163333586e-08,3.9210740835224104e-18,1.4698507723643036e-12,2.056291309093827e-23,6.5124431639690965e-24,2.070458556519808e-19,6.022185691124688e-21,6.618862135597585e-20,7.464346665646783e-26,1.1664210667105522e-24,2.2976713901673342e-26,1.1249410492361885e-13,1.8398402420021073e-22,3.966947632965199e-15,1.3658538058859918e-17,9.971410307613021e-24,3.905440006766382e-16,1.1483442827827031e-23,2.0903246806142677e-24,1.8573343547191885e-24,3.077809290157801e-20,4.181301337201601e-25,7.03608822093873e-27,8.297345973484852e-25,3.363416189947194e-16,2.6357485556185953e-18,5.558746544045025e-31,2.0498641795026524e-32,1.4065967094696253e-18,6.56912089626613e-11,1.9273914962688782e-12,1.9220155535592286e-22,2.494819583142669e-27,8.207503445422636e-24
0.02075431126908145,0.0028733546784512542,0.0915567593028733,0.0,0.005414707251332841,0.44854837654716884,5.630720749775732e-07,0.45689861149552197,2.0292087341391376e-06,9.12562269916242e-12,6.467345905570245e-07,1.0844447776562855e-07,1.0895899514129773e-15,0.00010309364030953456,4.719407114381324e-10,5.049818774784743e-17,3.27817051298676e-10,4.4788449966204926e-09,9.128508195934127e-10,5.998517628695111e-11,1.9489324965488044e-22,5.143615448030911e-14,5.782441175868038e-12,5.431349553738055e-17,3.2180176960995937e-24,1.405950859271746e-10,0.0029384576832288912,1.0623820440533363e-12,3.5010628627989334e-11,1.7140253686966533e-19,6.590053022157296e-07,1.7807819046159323e-08,3.9210951682329635e-18,1.469858665985917e-12,2.0724769527335118e-23,6.513131284826123e-24,2.0828832169480443e-19,6.022471559831327e-21,6.619176514813578e-20,7.467621612147901e-26,1.166544282685236e-24,2.3053334804021787e-26,1.1249470676489581e-13,1.8580539118027093e-22,4.006225420149687e-15,1.36799435853646e-17,9.987045385029253e-24,3.905916663704729e-16,1.1484844672295375e-23,2.1066960086957643e-24,1.8576666359600595e-24,3.084757580178445e-20,4.18181165949275e-25,7.036921739955719e-27,8.298731451424751e-25,3.363638512164692e-16,2.635922853133332e-18,5.5596748871484215e-31,2.050206518781451e-32,1.4180016618797716e-18,6.622564037641655e-11,1.943017970228673e-12,1.9375983666069883e-22,2.515046450511925e-27,8.273949626668104e-24
0.020886456947591548,0.0028733546784512542,0.0915567593028733,0.0,0.005414707246953634,0.44854835125550546,5.674137784644733e-07,0.4568986018434163,2.044120188995254e-06,9.126055485904756e-12,6.46737861085957e-07,1.0845092771921197e-07,1.089703071615701e-15,0.00010309363731965812,4.719446825468603e-10,5.0502664833648207e-17,3.302259315408266e-10,4.513379807634501e-09,9.128507996188836e-10,5.998799118106527e-11,1.948932405218754e-22,5.143640258690304e-14,5.7827674312501215e-12,5.431655262704229e-17,3.2180339532955926e-24,1.4060344244110222e-10,0.0029384575151657232,1.0623874156478203e-12,3.501271190524465e-11,1.7272761755826353e-19,6.641318794305952e-07,1.7946274401489007e-08,3.9211150185904566e-18,1.4698660951884928e-12,2.088668662617197e-23,6.513807640495389e-24,2.0953119733184395e-19,6.022753775664009e-21,6.619486879250782e-20,7.470883500106317e-26,1.1666653912783895e-24,2.3129999137518922e-26,1.1249527318694987e-13,1.876318388454542e-22,4.045612781564001e-15,1.3701318358541711e-17,1.0002658042271423e-23,3.9063826319713787e-16,1.1486215089208886e-23,2.1230660324617948e-24,1.8579938693835812e-24,3.091704599174948e-20,4.182310538113719e-25,7.037737530586258e-27,8.3000905265797e-25,3.3638552273221437e-16,2.636092756551823e-18,5.560585541948784e-31,2.050542335255332e-32,1.4294073076545941e-18,6.676010458154948e-11,1.9586453931156643e-12,1.9531821247245937e-22,2.5352745449930275e-27,8.34039983004549e-24
0.021018602626101647,0.0028733546784512542,0.0915567593028733,0.0,0.005414707242572263,0.44854832596338096,5.717553735303691e-07,0.45689859219145496,2.0590319875270343e-06,9.126482782453918e-12,6.467409401824232e-07,1.0845723804363881e-07,1.089814333745038e-15,0.0001030936343296874,4.719483996507186e-10,5.050711220368826e-17,3.3263486729393255e-10,4.547913756129498e-09,9.128507796442786e-10,5.999077172944146e-11,1.948932313123185e-22,5.143663624186564e-14,5.78308733881694e-12,5.431954954772792e-17,3.2180492571258487e-24,1.4061161823974047e-10,0.002938457347098359,1.0623924727783719e-12,3.501475010446454e-11,1.740527715172029e-19,6.692587451627183e-07,1.8084737537360063e-08,3.921133705760996e-18,1.469873086747865e-12,2.104866501141957e-23,6.5144728901878906e-24,2.107744920135785e-19,6.0230325446946204e-21,6.619793455398352e-20,7.474133062377283e-26,1.166784510567587e-24,2.32067084969758e-26,1.1249580623185816e-13,1.8946336685005286e-22,4.085109709693841e-15,1.3722664193400897e-17,1.0018249603528957e-23,3.9068385068506334e-16,1.1487555828865543e-23,2.139434829327494e-24,1.858316336665405e-24,3.098650593823552e-20,4.18279861039693e-25,7.038536581179056e-27,8.301424674529333e-25,3.36406664966316e-16,2.6362585121382295e-18,5.561479496998751e-31,2.0508719934666712e-32,1.4408136308649164e-18,6.729460081312683e-11,1.974273743115905e-12,1.9687668061589363e-22,2.5555038383498294e-27,8.406853963937612e-24
0.021150748304611746,0.0028733546784512542,0.0915567593028733,0.0,0.005414707238188859,0.44854830067078916,5.760968554818082e-07,0.45689858253962967,2.073944121112102e-06,9.126904898320088e-12,6.467438388833892e-07,1.0846341652358263e-07,1.0899238419708868e-15,0.0001030936313396242,4.719518767914012e-10,5.051153153661171e-17,3.350438571653361e-10,4.582446804776112e-09,9.128507596696033e-10,5.999351987030512e-11,1.948932220306181e-22,5.143685627840172e-14,5.783401253074213e-12,5.432248965932802e-17,3.2180636625562957e-24,1.4061962339858566e-10,0.0029384571790268305,1.0623972335752914e-12,3.501674573886603e-11,1.7537799735347639e-19,6.743858937263618e-07,1.822320830084674e-08,3.921151296807671e-18,1.4698796658961324e-12,2.1210705281913459e-23,6.5151276565443435e-24,2.1201821473585925e-19,6.023308061436878e-21,6.620096457042123e-20,7.477370991322001e-26,1.1669017520799527e-24,2.3283464393093838e-26,1.1249630782396387e-13,1.9129997498141646e-22,4.124716199898183e-15,1.3743982806533278e-17,1.0033821321187509e-23,3.907284850850782e-16,1.1488868545192915e-23,2.1558024736449646e-24,1.858634303980387e-24,3.105595797499667e-20,4.183276478583656e-25,7.039319825595906e-27,8.302735289405898e-25,3.3642730759589523e-16,2.6364203524640762e-18,5.562357686285963e-31,2.051195837836252e-32,1.4522206164765286e-18,6.782912834918332e-11,1.9899029996410238e-12,1.9843523903790391e-22,2.575734303932545e-27,8.473311941875522e-24
0.021282893983121845,0.0028733546784512542,0.0915567593028733,0.0,0.005414707233803545,0.44854827537772396,5.804382198876912e-07,0.4568985728879324,2.0888565816145465e-06,9.127322125669064e-12,6.467465675894899e-07,1.084694705137853e-07,1.0900316946802946e-15,0.00010309362834947014,4.719551272438308e-10,5.051592441691803e-17,3.3745289984095013e-10,4.616978918331571e-09,9.128507396948622e-10,5.999623743312396e-11,1.9489321268092822e-22,5.14370634816781e-14,5.783709508905318e-12,5.432537613578304e-17,3.218077221383834e-24,1.4062746743667296e-10,0.002938457010951164,1.0624017151235838e-12,3.5018701182866335e-11,1.7670329375190133e-19,6.795133197532634e-07,1.8361686547562442e-08,3.9211678549270865e-18,1.4698858564106499e-12,2.1372808012191552e-23,6.515772527640383e-24,2.132623740609805e-19,6.0235805094897915e-21,6.620396085971806e-20,7.480597941018803e-26,1.1670172211513348e-24,2.3360268256890652e-26,1.1249677977666303e-13,1.9314166315284832e-22,4.16443225025574e-15,1.3765275821365987e-17,1.0049374379662467e-23,3.9077221954822743e-16,1.1490154800976485e-23,2.172169036801413e-24,1.858948022843096e-24,3.112540430985755e-20,4.183744711727783e-25,7.040088146173154e-27,8.304023688328154e-25,3.3644747864693506e-16,2.6365784971613815e-18,5.563220992203525e-31,2.0515141937586625e-32,1.463628250300213e-18,6.836368650832526e-11,2.0055331432598388e-12,1.999938858007914e-22,2.595965916589294e-27,8.539773682250766e-24
0.021415039661631944,0.0028733546784512542,0.0915567593028733,0.0,0.005414707229416437,0.4485482500841799,5.847794625647332e-07,0.45689856323635614,2.103769361357636e-06,9.127734740286692e-12,6.467491361017114e-07,1.0847540696249916e-07,1.0901379847948946e-15,0.0001030936253592268,4.719581635573419e-10,5.052029234020175e-17,3.398619940808548e-10,4.651510063524128e-09,9.128507197200605e-10,5.999892614466594e-11,1.9489320326716374e-22,5.143725859159281e-14,5.784012422644452e-12,5.4328211975251465e-17,3.2180899824190134e-24,1.4063515934691763e-10,0.0029384568428713885,1.0624059335232201e-12,3.502061867965099e-11,1.7802865947081585e-19,6.846410181750674e-07,1.8500172141187385e-08,3.921183439672248e-18,1.4698916806978891e-12,2.1534973753317342e-23,6.5164080588839496e-24,2.145069781378221e-19,6.023850062145644e-21,6.620692532649226e-20,7.483814529355925e-26,1.1671310172661587e-24,2.3437121443897304e-26,1.1249722379880043e-13,1.9498843139686284e-22,4.204257861419501e-15,1.3786544773141684e-17,1.0064909899031989e-23,3.9081510429415374e-16,1.1491416072810536e-23,2.1885345873159585e-24,1.8592577309037182e-24,3.119484703142227e-20,4.184203847498567e-25,7.040842376525592e-27,8.305291115596e-25,3.364672045851783e-16,2.6367331536349893e-18,5.5640702483601535e-31,2.0518273686385756e-32,1.4750365189446438e-18,6.889827464746719e-11,2.021164155633806e-12,2.0155261907581386e-22,2.6161986525824845e-27,8.606239108044615e-24
0.021547185340142043,0.0028733546784512542,0.0915567593028733,0.0,0.005414707225027648,0.4485482247901512,5.891205795637201e-07,0.4568985535848938,2.118682453098048e-06,9.128143002490394e-12,6.467515536559656e-07,1.0848123243367588e-07,1.0902428000712318e-15,0.00010309362236889572,4.719609975947041e-10,5.052463671810456e-17,3.4227113871513096e-10,4.686040208943691e-09,9.128506997452038e-10,6.000158763472416e-11,1.948931937930137e-22,5.143744230538524e-14,5.7843102930922125e-12,5.4331000009732225e-17,3.218101991658218e-24,1.4064270762483586e-10,0.0029384566747875265,1.0624099039459285e-12,3.5022500348337286e-11,1.7935409333799987e-19,6.89768984206717e-07,1.8638664953021625e-08,3.921198107162638e-18,1.4698971598724796e-12,2.1697203033687385e-23,6.517034774810397e-24,2.1575203472112139e-19,6.024116882964539e-21,6.620985976839786e-20,7.487021340012006e-26,1.1672432343789683e-24,2.3514025238139673e-26,1.1249764150069743e-13,1.9684027985880747e-22,4.24419303647892e-15,1.380779111363828e-17,1.008042893848035e-23,3.9085718677054507e-16,1.149265375578632e-23,2.2048991909349176e-24,1.8595636527017875e-24,3.12642881154335e-20,4.184654393887736e-25,7.041583304201128e-27,8.306538746663709e-25,3.3648651040210603e-16,2.6368845177363677e-18,5.5649062422420225e-31,2.0521356528723466e-32,1.486445409771784e-18,6.943289215969284e-11,2.0367960194559735e-12,2.0311143713710182e-22,2.6364324895098358e-27,8.672708146571312e-24
0.021679331018652142,0.0028733546784512542,0.0915567593028733,0.0,0.005414707220637281,0.4485481994956334,5.934615671565183e-07,0.4568985439335388,2.1335958500015295e-06,9.128547157990498e-12,6.467538289556708e-07,1.0848695312796672e-07,1.0903462233848374e-15,0.00010309361937847829,4.719636405690969e-10,5.052895888299408e-17,3.44680332639934e-10,4.720569324938566e-09,9.128506797702948e-10,6.000422344152573e-11,1.9489318426195432e-22,5.1437615280095604e-14,5.7846034024765195e-12,5.433374291416943e-17,3.2181132924459284e-24,1.406501202957255e-10,0.0029384565066996036,1.0624136406887158e-12,3.502434819075407e-11,1.806795942468271e-19,6.948972133307533e-07,1.8777164861562983e-08,3.9212119102821936e-18,1.4699023138316939e-12,2.1859496359821702e-23,6.517653170780427e-24,2.169975511898863e-19,6.024381126317246e-21,6.62127658820908e-20,7.490218924329788e-26,1.1673539612185587e-24,2.359098085591349e-26,1.1249803439983301e-13,1.986972087908147e-22,4.284237780829372e-15,1.3829016215642272e-17,1.0095932499561589e-23,3.9089851180409153e-16,1.1493869167930632e-23,2.221262910725386e-24,1.859866000379773e-24,3.133372943079815e-20,4.18509683082569e-25,7.04231167319379e-27,8.307767691901598e-25,3.365054196962501e-16,2.6370327744008245e-18,5.565729717732844e-31,2.0524393207773182e-32,1.4978549108548198e-18,6.996753847223433e-11,2.052428718393351e-12,2.046703383559091e-22,2.656667406229757e-27,8.73918072923616e-24
0.02181147669716224,0.0028733546784512542,0.0915567593028733,0.0,0.005414707216245435,0.4485481742006212,5.978024218237942e-07,0.45689853428228516,2.1485095456199265e-06,9.128947438704044e-12,6.467559702024543e-07,1.0849257490259269e-07,1.0904483329988962e-15,0.00010309361638797577,4.71966103079133e-10,5.053326009238449e-17,3.4708957481377756e-10,4.755097383517714e-09,9.12850659795339e-10,6.000683501684172e-11,1.948931746772616e-22,5.143777813488287e-14,5.784892017361645e-12,5.4336443215065567e-17,3.2181239256276188e-24,1.4065740494038476e-10,0.0029384563386076388,1.0624171572243039e-12,3.5026164097856555e-11,1.820051611526203e-19,7.000257012824767e-07,1.8915671752107612e-08,3.9212248988658546e-18,1.4699071613256377e-12,2.2021854217138582e-23,6.5182637145859844e-24,2.182435345650118e-19,6.024642937898003e-21,6.621564526886529e-20,7.493407803088733e-26,1.167463281575624e-24,2.36679894493645e-26,1.1249840392619658e-13,2.005592185460794e-22,4.324392102048514e-15,1.3850221377187199e-17,1.0111421529291775e-23,3.9093912174337393e-16,1.1495063554407092e-23,2.2376258071672217e-24,1.86016497435857e-24,3.1403172745297486e-20,4.1855316117113075e-25,7.043028186322012e-27,8.30897900015458e-25,3.365239547500789e-16,2.6371780982500416e-18,5.5665413774979e-31,2.0527386314709752e-32,1.5092650109383623e-18,7.050221304456357e-11,2.06806223703244e-12,2.0622932119518407e-22,2.6769033827908755e-27,8.805656791306441e-24
0.02194362237567234,0.0028733546784512542,0.0915567593028733,0.0,0.005414707211852202,0.4485481489051105,6.021431402434163e-07,0.45689852463112696,2.16342353386948e-06,9.129344063523595e-12,6.467579851250809e-07,1.084981032901448e-07,1.0905492028183396e-15,0.00010309361339738947,4.719683951420319e-10,5.05375415331124e-17,3.494988642540347e-10,4.7896243582585915e-09,9.128506398203398e-10,6.00094237308137e-11,1.9489316504202253e-22,5.1437931453208573e-14,5.7851763895080614e-12,5.433910329862875e-17,3.2181339296938313e-24,1.4066456871944621e-10,0.0029384561705116555,1.062420466248647e-12,3.502794985579598e-11,1.8333079306921888e-19,7.051544440359211e-07,1.9054185516373088e-08,3.921237119875341e-18,1.4699117200233845e-12,2.21842770707103e-23,6.518866847969e-24,2.194899915260939e-19,6.024902455208931e-21,6.621849943997774e-20,7.496588468181829e-26,1.167571274574791e-24,2.3745052109881378e-26,1.1249875142733188e-13,2.0242630957343098e-22,4.364656009779195e-15,1.3871407825568717e-17,1.0126896923078375e-23,3.909790565941003e-16,1.1496238091492496e-23,2.2539879382430342e-24,1.8604607639768354e-24,3.1472619730995564e-20,4.18595916485985e-25,7.043733507479304e-27,8.310173662109564e-25,3.3654213660269044e-16,2.6373206541617544e-18,5.567341885240002e-31,2.053033829702852e-32,1.5206756994009524e-18,7.103691536658935e-11,2.083696560827832e-12,2.0778838420443832e-22,2.697140400365434e-27,8.872136271695917e-24
0.02207576805418244,0.0028733546784512542,0.0915567593028733,0.0,0.00541470720745767,0.44854812360909707,6.064837192794873e-07,0.45689851498005873,2.1783378090103514e-06,9.129737239043626e-12,6.467598810067157e-07,1.0850354351637179e-07,1.090648902630133e-15,0.00010309361040672062,4.719705262250423e-10,5.0541804325282294e-17,3.519082000336243e-10,4.824150224219822e-09,9.128506198453013e-10,6.001199087651366e-11,1.948931553591463e-22,5.143807578489492e-14,5.785456756685832e-12,5.4341725418479996e-17,3.2181433409159502e-24,1.4067161839639985e-10,0.0029384560024116753,1.0624235797257195e-12,3.5029707151662066e-11,1.8465648906571763e-19,7.102834377905998e-07,1.9192706052141503e-08,3.921248617564815e-18,1.4699160065753035e-12,2.234676536600172e-23,6.519462988057639e-24,2.207369284275154e-19,6.025159808017651e-21,6.622132982167634e-20,7.499761384201713e-26,1.1676780149318835e-24,2.3822169871313694e-26,1.1249907817309051e-13,2.042984824122056e-22,4.4050295156185535e-15,1.3892576721148267e-17,1.0142359527495208e-23,3.9101835414710177e-16,1.1497393890340225e-23,2.2703493595263935e-24,1.860753548096099e-24,3.154207196936446e-20,4.186379894873319e-25,7.044428263764082e-27,8.311352613482435e-25,3.3655998511854577e-16,2.6374605978083866e-18,5.5681318678345705e-31,2.0533251466418792e-32,1.532086966219507e-18,7.157164495695456e-11,2.099331676053599e-12,2.0934752601490745e-22,2.717378441186473e-27,8.93861911275998e-24
0.022207913732692538,0.0028733546784512542,0.0915567593028733,0.0,0.005414707203061922,0.44854809831257675,6.108241559719831e-07,0.4568985053290755,2.1932523656272704e-06,9.130127160246835e-12,6.467616647106137e-07,1.08508900517009e-07,1.0907474983305109e-15,0.00010309360741597026,4.719725052751986e-10,5.054604952599345e-17,3.543175812778907e-10,4.858674957858872e-09,9.128505998702267e-10,6.00145376742514e-11,1.9489314563137422e-22,5.143821164806428e-14,5.785733343443962e-12,5.434431170294323e-17,3.2181521934741304e-24,1.4067856035937469e-10,0.002938455834307714,1.0624265089297123e-12,3.5031437578916184e-11,1.8598224826340487e-19,7.154126789589767e-07,1.9331233262922793e-08,3.921259433636958e-18,1.469920036671787e-12,2.2509319529589823e-23,6.520052528724518e-24,2.219843513137935e-19,6.0254151187895655e-21,6.622413775995229e-20,7.50292698994099e-26,1.1677835731972e-24,2.3899343713021207e-26,1.1249938536011064e-13,2.061757376873728e-22,4.445512633013002e-15,1.3913729160956452e-17,1.0157810142911508e-23,3.910570500994653e-16,1.1498532000541877e-23,2.2867101242678505e-24,1.8610434956734603e-24,3.161153095613838e-20,4.186794183937348e-25,7.045113047495047e-27,8.312516738033267e-25,3.3657751905245306e-16,2.6375980761663207e-18,5.568911917349674e-31,2.0536128006212974e-32,1.5434988019358939e-18,7.210640136142742e-11,2.114967569757428e-12,2.1090674533496801e-22,2.7376174884883452e-27,9.005105260103739e-24
